date,installation,storage_volume_kwh,net_gas_flow_kwhd,cargo_kwh,capacity_kwh,capacity_utilization,heel_kwh,country,continent,Australia,Belgium,Croatia,Finland,France,Germany,Greece,Italy,Lithuania,Netherlands,Poland,Portugal,Russian Federation,Spain,United Kingdom,United States
2017-01-01,,30889957845,-437974358,-681347652,90611377792,0.341,5653025386,,,,270950812.586,,,1847619201.386,,474340092.904,1446213852.572,1064038232.829,1380224306.614,1366096757.243,1907537627.806,,7863529495.867,8777937669.82,4491469795.633
2017-01-02,,30245030135,-747106821,111502615,90611377792,0.334,5653025386,,,,248583886.699,,,1741056146.731,,397522813.663,1351095129.278,1043019691.751,1375582881.521,1323456628.614,1839969319.736,,8232573609.288,8643505737.198,4048664290.149
2017-01-03,,31046065572,-828694265,1972070376,90611377792,0.343,5653025386,,,,1042775762.841,,,2591575273.674,,318848964.385,1273085308.699,921902212.133,1369837000.529,1243258223.649,1696579775.474,,7646656367.468,8428678901.322,4512867781.683
2017-01-04,,29341930776,-940555998,-651710289,90611377792,0.324,5653025386,,,,1066497849.338,,,2440833983.097,,234761248.466,1074215489.019,897509321.133,1364016585.705,1212326682.7,1532761185.0,,7096406952.932,8436945381.049,3985656097.536
2017-01-05,,29234263265,-696823586,212292686,90611377792,0.323,5653025386,,,,1033411603.018,,,2299951485.966,,148681446.448,1010035082.476,877412289.27,1357816725.909,1171997102.913,2174158702.239,,7494058506.854,8324446722.918,3342293597.411
2017-01-06,,28834118216,-633280105,1388456907,90611377792,0.318,5653025386,,,,1009587879.475,,,2193361328.099,,295377582.601,1007250227.421,846141958.169,1352131827.145,1112431018.252,2039157602.16,,7429085331.354,8149820726.57,3399772734.731
2017-01-07,,30423640303,-617045281,1404779817,90611377792,0.336,5653025386,,,,986096170.281,,,2100478619.813,,432492733.233,1007060504.935,803698327.829,1347016095.838,1042491179.113,1888890617.797,,7857377066.692,9712239601.545,3245799386.097
2017-01-08,,30435193047,-574283188,769067198,90611377792,0.336,5653025386,,,,962292774.147,,,2014453024.22,,329161736.636,1510143554.401,763443281.876,1342462756.185,972869802.717,1793500862.381,,7447481636.65,9591609979.747,3707773638.424
2017-01-09,,30111031853,-889662941,449235743,90611377792,0.332,5653025386,,,,939925848.261,,,1935298092.925,,180412532.157,1359361609.006,720931893.505,1337069216.953,923026995.44,1692812428.976,,7344862099.373,9501329179.834,4176001956.973
2017-01-10,,29401009003,-837916133,66172493,90611377792,0.324,5653025386,,,,817581948.289,,,2301902917.246,,92421953.678,1127581713.884,678291764.876,1331662126.114,876877000.829,1518938546.767,,6825456140.347,9187772117.636,4642522773.151
2017-01-11,,29060518123,-833898082,-599231695,90611377792,0.321,5653025386,,,,792599562.424,,,2215890873.258,,694289435.891,1824832175.71,643579325.823,1325624885.592,830408543.474,1361672157.847,,6312656589.299,9068409571.009,3990555003.145
2017-01-12,,28024057409,-832827505,944262362,90611377792,0.309,5653025386,,,,768179568.211,,,2127866415.764,,549971606.61,1615276914.611,623150279.61,1319553766.054,783730036.224,1209948375.828,,5843581295.369,8953369986.732,4229429164.066
2017-01-13,,26780135157,-528316140,-345328803,90611377792,0.296,5653025386,,,,744816599.276,,,2019277395.995,,440562714.672,1550940664.598,613040781.451,1314051813.973,736861806.489,1019548309.966,,5401900573.193,8504744066.423,4434390430.693
2017-01-14,,26059135505,-372764029,-158919685,90611377792,0.288,5653025386,,,,720064590.714,,,1910695152.03,,359571540.749,1510746600.873,612112496.433,1308461776.452,691382616.38,869477823.892,,5051598331.024,8374838370.242,4650186206.406
2017-01-15,,28773589967,-402503029,2330029276,90611377792,0.318,5653025386,,,,734198915.888,,,3207976853.441,,278648124.857,1444038819.791,611048695.353,1303495112.813,646750401.653,757290852.701,,6534564139.369,8189587914.703,5065990136.714
2017-01-16,,28306167969,-708627035,-120805793,90611377792,0.312,5653025386,,,,1108589137.919,,,3092530720.98,,160579756.614,1333240888.226,609998445.879,1298806257.098,599678897.826,672803364.401,,6061098125.059,8066701950.488,5302140424.806
2017-01-17,,26743139272,-685934871,167931503,90611377792,0.295,5653025386,,,,1068469608.028,,,1984700473.003,,519290770.375,1266668623.206,609009178.633,1292972290.667,556781288.681,1013267140.534,,6363495439.625,7988177168.877,4080307290.419
2017-01-18,,26305307206,-789814707,-302187265,90611377792,0.29,5653025386,,,,1043853115.527,,,1841839441.379,,428528888.446,1201478622.008,591622467.993,1286589484.189,516390726.667,1206770524.194,,5663202642.227,7885483097.767,4639548195.609
2017-01-19,,25237061199,-874756174,-208694734,90611377792,0.279,5653025386,,,,1020070046.802,,,1616672730.04,,377879760.605,1100200693.737,566362274.202,1280227005.12,473350825.658,1027083002.964,,5185040996.4,7377697640.981,5212476222.972
2017-01-20,,25625850003,-962604461,1582698854,90611377792,0.283,5653025386,,,,995954963.727,,,1466927482.513,,323280339.584,1409333156.54,540580343.575,1274508227.341,429450397.661,870799105.488,,5979300630.572,6915072911.559,5420642444.444
2017-01-21,,25707735583,-713309115,1954473616,90611377792,0.284,5653025386,,,,971392677.651,,,1266377263.674,,260543179.092,1659631321.413,514798412.949,1270036197.324,1563042248.856,681916819.511,,5493550085.322,6605804932.695,5420642444.444
2017-01-22,,27717228719,-514242797,2470620413,90611377792,0.306,5653025386,,,,905098220.555,,,2200509800.322,,209833069.024,2290045261.898,492587330.533,1265564167.308,1753239040.625,1567012869.446,,5093655740.589,6519040774.568,5420642444.444
2017-01-23,,27212031619,-871469910,488535400,90611377792,0.3,5653025386,,,,877459719.891,,,2341764966.621,,140150710.401,2017014277.775,467462652.803,1261092137.291,1710930926.346,1440467971.581,,5102606576.426,6432439235.715,5420642444.444
2017-01-24,,26009624712,-869084827,1339196819,90611377792,0.287,5653025386,,,,853852822.046,,,2231346480.028,,764358015.288,1781074039.577,442141476.784,1255522427.179,1668677018.492,1270496951.932,,4821627575.318,6345336287.436,4575191618.188
2017-01-25,,26070512079,-1080117213,493000655,90611377792,0.288,5653025386,,,,828592628.255,,,3021493201.746,,742079174.841,1894724584.228,425418794.843,1250440574.888,1627561445.551,1098947170.171,,4825144217.104,6223053369.693,4133056917.206
2017-01-26,,25618505032,-1077366237,1082908844,90611377792,0.283,5653025386,,,,803149487.781,,,2835517735.28,,656270404.946,2245948335.613,408892611.191,1244227163.486,1583728775.584,910139418.028,,4949907078.766,6114830243.289,3865893778.529
2017-01-27,,25776259279,-863725167,1402022065,90611377792,0.284,5653025386,,,,781012939.199,,,4124106081.37,,561741176.518,2007819513.028,392298669.508,1238095061.72,1542613202.643,741618420.234,,4932242560.2,5990677203.902,3464034450.91
2017-01-28,,27222296961,-454202406,896696225,90611377792,0.3,5653025386,,,,757697400.884,,,3956906365.171,,498597467.843,1847239756.415,376097724.402,1233121622.278,1503137374.041,630291976.031,,7505306339.926,5878917108.304,3034983825.629
2017-01-29,,26035338885,-399054145,440637249,90611377792,0.287,5653025386,,,,735330474.998,,,3263545214.299,,446437335.921,1826620987.717,375169439.383,1228649592.261,1464467866.003,575618021.176,,7096515365.781,5770023177.398,3252961409.926
2017-01-30,,25250931268,-682892535,-268518299,90611377792,0.279,5653025386,,,,712719620.202,,,3091270421.612,,377547746.256,1493813869.037,354550670.685,1224170786.441,1422552748.302,511959351.469,,6544897239.028,5655999963.579,3861448851.724
2017-01-31,,23744812541,-907022549,-883510512,90611377792,0.262,5653025386,,,,688611312.93,,,2937757827.585,,299280445.161,1687913523.366,274887554.161,1218567197.314,1386661319.516,409488881.859,,5996490842.924,5519846976.981,3325306659.151
2017-02-01,,22828845932,-748184173,236245149,90611377792,0.252,5653025386,,,,663500186.806,,,2913324281.767,,212279133.927,1956662199.959,273959269.142,1212848419.535,1340382584.647,314620863.279,,5454819595.057,5424890872.96,3061558525.213
2017-02-02,,23847093288,-668080630,1400612698,90611377792,0.263,5653025386,,,,573571728.653,,,2811992147.071,,423501242.578,1771608242.709,272698969.774,1154156413.468,1294239365.839,1040370352.756,,5894725056.832,5336751226.814,3273478541.579
2017-02-03,,24473963484,-524603000,79229465,90611377792,0.27,5653025386,,,,549856417.958,,,2733535123.491,,549971606.61,1624322611.69,271580962.27,1148634133.978,1253252533.156,1144629634.372,,6819730586.765,5248272790.514,3130177082.757
2017-02-04,,25649843122,-164570705,276385007,90611377792,0.283,5653025386,,,,526710274.721,,,2671129977.349,,521282856.473,1513978658.93,270462954.766,1143254146.352,1220721902.686,1020408836.954,,8407728118.274,5162382710.982,3191782684.138
2017-02-05,,25969864300,-97463151,557492748,90611377792,0.287,5653025386,,,,414719801.818,,,3068171708.995,,509377770.504,1402794506.592,269331395.655,1138775340.532,1188658802.627,922498482.802,,9059777197.916,5070042066.941,2925717225.555
2017-02-06,,26332430746,-574032483,3985669649,90611377792,0.291,5653025386,,,,383205541.807,,,2978297457.266,,469712219.417,1162795562.364,268077872.09,1133740918.862,1142908580.396,1701343165.023,,8567196643.186,4978284141.963,3546868643.264
2017-02-07,,28913428991,-627154779,1789394726,90611377792,0.319,5653025386,,,,358907512.05,,,2867878970.673,,384099947.81,1780938523.516,266817572.722,1128388034.448,1071437409.766,2359266865.914,,8571417968.49,6259737567.435,3864538617.918
2017-02-08,,27980834561,-654501920,-101372790,90611377792,0.309,5653025386,,,,335049909.491,,,2735608519.226,,298162437.657,1677011256.25,265557273.353,1122750566.306,1022461905.28,2419686701.76,,8089062100.571,6127412909.563,3888070981.93
2017-02-09,,26755620301,-631179606,-455781168,90611377792,0.295,5653025386,,,,311104221.493,,,2618319368.334,,241957151.311,1461683010.948,264310525.591,1108955031.284,928982926.326,2271472785.723,,7607465122.594,5627636451.989,4313733705.683
2017-02-10,,24715859653,-670736744,-1030077908,90611377792,0.273,5653025386,,,,239714360.499,,,2493529403.46,,199120524.394,1339257801.34,263050226.223,1089942127.911,862539401.563,2112878339.405,,7130103021.528,5085538328.529,3900186117.793
2017-02-11,,23321419711,-398667924,971670486,90611377792,0.257,5653025386,,,,214989455.15,,,2369403467.285,,178101983.315,1338654754.868,261993200.946,1085117756.135,825448655.637,1937418919.281,,6737533319.898,4787938282.526,3584819916.178
2017-02-12,,25912900124,-561165233,1156798977,90611377792,0.286,5653025386,,,,191701020.048,,,3527693120.617,,171217767.411,1339786313.978,260739677.381,1080401797.208,783208299.389,1833559410.046,,8417464947.265,4664767734.582,3642360035.726
2017-02-13,,27433905290,-911745283,1298149004,90611377792,0.303,5653025386,,,,169334094.161,,,3211520598.439,,844156647.873,1825895976.79,259282879.724,1075726493.1,696532226.702,1740541185.699,,8878700637.059,4540960261.151,4191254289.651
2017-02-14,,28624705247,-827481397,1393491329,90611377792,0.316,5653025386,,,,145117374.041,,,3951445067.908,,794842353.235,1616049356.159,258090338.386,1069926405.684,642061545.938,2212699470.019,,10298969939.731,4417620318.131,3217883077.508
2017-02-15,,27231525605,-835700446,776628995,90611377792,0.301,5653025386,,,,120636397.601,,,3648993546.918,,672471350.052,1384608251.191,241367656.445,1064912311.423,594000774.865,2090131968.547,,9800081112.357,4321525879.197,3292796356.09
2017-02-16,,26862711869,-825157296,0,90611377792,0.296,5653025386,,,,96290937.223,,,3373963700.893,,552017899.133,1163405384.639,224577216.473,1059457789.964,545079476.804,1925920381.496,,9790791486.368,4234490688.948,3896716906.629
2017-02-17,,26325953078,-766031639,-363088183,90611377792,0.291,5653025386,,,,72650160.362,,,3105790967.56,,429646895.95,1240676642.684,207387004.121,1054226870.005,498597467.843,1738562651.207,,10282863855.868,4146134217.104,3549416345.213
2017-02-18,,27432929575,-516444933,1771506606,90611377792,0.303,5653025386,,,,49022935.107,,,2830293591.124,,362349620.002,1731949467.424,195820708.306,1013009660.018,453321551.826,1604489836.146,,11251390368.826,4060054415.086,3881227420.844
2017-02-19,,28203501001,-415180556,92645555,90611377792,0.311,5653025386,,,,25930998.294,,,3041698646.457,,316802671.862,1566613097.066,194960181.318,995656828.392,405647001.527,1490852843.102,,12782105261.304,3970451195.479,3412782276.598
2017-02-20,,28853164998,-791474779,2623990715,90611377792,0.318,5653025386,,,,3306591.891,,,2773234553.593,,221602638.932,1324635618.346,193767639.98,990886663.041,1571369710.811,1426462386.665,,13181491420.807,3883172076.321,3283235697.979
2017-02-21,,30257287562,-968811097,3228134868,90611377792,0.334,5653025386,,,,0.0,,,2500359412.94,,859429307.961,1625521928.831,192581874.445,985425365.779,1716480309.049,2195123036.893,,12712436454.287,3796035249.026,3673894623.147
2017-02-22,,30160840782,-986766975,2448761673,90611377792,0.333,5653025386,,,,0.0,,,2190745868.119,,787700656.814,1799782031.814,191450315.335,979754018.621,1668223039.687,2062168229.337,,12732540261.953,3708390236.503,4040086123.481
2017-02-23,,29121527454,-1000616716,446511870,90611377792,0.321,5653025386,,,,0.0,,,3328132169.025,,712800929.838,1558427926.975,189871553.223,974428237.419,1624322611.69,1880366657.553,,12265518036.348,3617716440.013,2969942892.099
2017-02-24,,28890330278,-1004919351,289279360,90611377792,0.319,5653025386,,,,0.0,,,3011647959.906,,634459094.91,1315982917.844,172606807.037,969224420.673,1580821956.073,1759716708.346,,13647402414.711,3526222771.354,2272245227.271
2017-02-25,,28240876331,-1023132710,2437513840,90611377792,0.312,5653025386,,,,229496449.492,,,3154651283.393,,566030259.852,1150985337.638,452921779.446,963763123.41,1556822061.651,1631532066.141,,13228861059.969,3405837078.466,1899975831.596
2017-02-26,,29057936543,-1031948030,612471614,90611377792,0.321,5653025386,,,,798094738.702,,,2845030962.77,,480621262.337,1284590622.288,525178943.23,958979406.453,1514981477.783,1513389164.064,,13764623807.572,3309458055.804,2062988101.507
2017-02-27,,30907825638,-1017359726,3279658074,90611377792,0.341,5653025386,,,,760692305.835,,,4448768684.777,,391370384.489,1616001925.538,524250658.211,953003148.158,1470816793.466,1421556705.253,,13307277428.731,3581072897.089,2433014706.371
2017-02-28,,31203569114,-1131220320,-36636767,90611377792,0.344,5653025386,,,,736726290.428,,,4036264570.558,,656012924.43,1507629731.467,523661163.346,947365680.016,1453687563.342,2382670489.668,,13837788928.966,3392007664.429,1729754107.234
2017-03-01,,31161342309,-800425615,700814534,90611377792,0.344,5653025386,,,,714000246.979,,,4085843121.515,,691640096.896,1148003984.294,522143383.461,942067002.026,1410457939.848,2314248430.413,,14100649432.703,3141235193.343,2091053477.763
2017-03-02,,29255871301,-927431267,-1102965221,90611377792,0.323,5653025386,,,,690501761.983,,,3656189449.763,,603852792.508,1454676830.588,503889370.029,893186358.783,1363061197.474,2171251882.728,,13620597337.823,2925615588.509,1373048731.178
2017-03-03,,28178186601,-884452349,2107647419,90611377792,0.311,5653025386,,,,667179447.865,,,3206526831.587,,510170539.462,1598073150.653,485581150.173,833444103.243,1316321707.997,2021181396.654,,13163854005.454,2641831404.937,1734022863.159
2017-03-04,,29322247068,-802817473,1529712074,90611377792,0.324,5653025386,,,,644812521.979,,,3689539952.402,,434938798.136,1467767682.091,466798624.103,827779531.888,1271228738.662,1911440490.366,,12698674798.281,3894704493.121,2014561437.069
2017-03-05,,28922623755,-613305038,2052133265,90611377792,0.319,5653025386,,,,622445596.093,,,3788520883.438,,377032785.223,1368807078.465,447040382.393,823293950.265,1226142545.13,1837658770.894,,12264481338.481,3785038120.667,2382162304.439
2017-03-06,,29458759172,-715355408,1035830565,90611377792,0.325,5653025386,,,,599773759.069,,,3443557974.076,,290492228.598,1213776704.554,427471863.169,817947841.654,1179999326.322,1748008120.666,,11742954553.098,5231692400.437,2763084400.616
2017-03-07,,30508236204,-890218557,240073478,90611377792,0.337,5653025386,,,,576187188.632,,,3084887615.133,,206058946.723,1711188406.862,405721535.361,811822515.692,1134052605.802,1644290903.295,,12111009399.273,5775077926.478,3047939161.071
2017-03-08,,28574266169,-955767676,1983236900,90611377792,0.315,5653025386,,,,553027493.788,,,2717523900.87,,750548928.661,1788994953.349,386017500.075,806049531.489,1079710665.297,1483236840.467,,11602200796.225,5455998584.788,1950956973.786
2017-03-09,,28476342263,-897156979,863508341,90611377792,0.314,5653025386,,,,528526189.939,,,4222321346.66,,796556631.408,1596487612.738,362939114.868,800303650.498,1040702367.106,1329012787.12,,11115176400.001,5151629511.533,1532686651.167
2017-03-10,,28625152450,-780172740,729984366,90611377792,0.316,5653025386,,,,504336573.031,,,4269548693.958,,692500623.884,1394589009.091,343241855.385,794971093.493,995148643.163,1228981606.611,,11591420493.563,4830280275.82,1980133581.743
2017-03-11,,29539309919,-576620840,2582692196,90611377792,0.326,5653025386,,,,422308701.241,,,3783716839.071,,611651741.825,1346324963.927,320902032.711,789177781.881,960578495.974,1960822543.035,,11427080166.254,5444391634.154,2472355018.911
2017-03-12,,30605340238,-417484329,1064058560,90611377792,0.338,5653025386,,,,360343982.297,,,5178116125.677,,527618232.33,2173948652.344,298751932.523,784692200.258,904718775.584,1851081636.747,,11099293917.638,5170994756.666,2255780025.846
2017-03-13,,30063743524,-555236406,547952417,90611377792,0.332,5653025386,,,,337394337.348,,,5251979154.786,,411203160.032,1961805034.478,276412109.848,779691657.603,859957820.599,1866090040.515,,10619404442.032,4901751446.45,2798054320.186
2017-03-14,,30580005510,-474414627,1265618374,90611377792,0.337,5653025386,,,,313394442.926,,,4928631057.171,,306347607.748,1752710527.987,254058735.568,773322402.731,774813079.403,1789930014.171,,11606056228.163,4615683817.247,3465057597.171
2017-03-15,,31848036070,-561510799,2962909609,90611377792,0.351,5653025386,,,,289984043.369,,,4681036437.718,,682059111.375,1514839185.918,236340010.578,767712037.801,682587624.014,1713566713.735,,11150695159.618,6950557792.161,3178657953.619
2017-03-16,,30998289385,-699364512,475302257,90611377792,0.342,5653025386,,,,266268732.674,,,4330483490.836,,570658133.339,1277238875.972,219820602.728,761776434.324,620643232.48,1613752358.923,,10625177426.235,7084698365.252,3627771731.748
2017-03-17,,30240300624,-612200582,217035748,90611377792,0.334,5653025386,,,,242939642.754,,,3945773720.751,,478039681.373,1534936217.781,203348625.5,755298766.603,558028036.443,2152869129.039,,10211026791.873,6763735350.314,3394304661.665
2017-03-18,,32386780171,-348296604,2355275918,90611377792,0.357,5653025386,,,,219800275.319,,,4109687172.468,,399040593.548,1870988946.124,186686925.787,749471575.975,511959351.469,2504709478.501,,11403256442.711,6425981895.403,4005197513.548
2017-03-19,,31704463579,-374613824,12182894,90611377792,0.35,5653025386,,,,197433349.433,,,3766126854.339,,575489280.918,1770104014.43,169842279.391,744985994.352,466873157.937,2432120300.367,,11768533209.633,6186633428.269,3626321709.894
2017-03-20,,30119040853,-560155639,9757156,90611377792,0.332,5653025386,,,,174124586.922,,,3429416873.099,,826769937.233,1558807371.946,153180579.677,739978675.894,419008885.153,2358013342.349,,11262855027.596,5860019393.582,3336866179.163
2017-03-21,,30920184703,-887223652,1623685686,90611377792,0.341,5653025386,,,,151513732.125,,,3908791387.674,,745650023.052,1640049250.582,136579862.191,733270630.869,375237197.414,2269751731.747,,11827692746.111,5629560780.056,3502087360.87
2017-03-22,,32585744852,-1001016489,2677959987,90611377792,0.36,5653025386,,,,945034803.764,,,3908418718.506,,656541437.068,2000020563.711,119789422.219,727951625.471,1505657972.778,2141438349.284,,11503111452.34,5887854392.534,3189926114.101
2017-03-23,,33355333787,-994111945,2299511059,90611377792,0.368,5653025386,,,,839562653.402,,,3365683669.559,,579649623.994,1761763000.869,103066740.278,722368363.753,1665241686.343,2074988048.718,,12332673020.432,6611327212.185,3299009767.492
2017-03-24,,33726132833,-1059708495,2152604873,90611377792,0.372,5653025386,,,,742478947.222,,,3764561643.833,,517583268.005,1530647134.447,86140784.245,2119552505.414,1612160045.205,1953951878.737,,11707368035.45,6252412924.332,3439275666.545
2017-03-25,,34145826075,-850519127,-98296575,90611377792,0.377,5653025386,,,,675256205.108,,,3227172703.497,,469908717.706,1903106252.608,69282586.243,2108568928.661,1569120144.196,1825692702.698,,12352526123.385,5963275856.346,3981915854.249
2017-03-26,,32747056395,-675581444,207732570,90611377792,0.361,5653025386,,,,568998061.59,,,2765144244.745,,749952657.992,2238088404.068,46542991.189,2100715772.92,1524562463.303,1743122766.663,,11865698225.449,5695563877.621,3448666929.58
2017-03-27,,33044046619,-980323186,2398078666,90611377792,0.365,5653025386,,,,466331093.693,,,3794449711.111,,859429307.961,2043392479.07,23342641.526,2091358388.9,1477619699.734,1674897205.697,,11335308689.669,5415919709.715,3861997691.772
2017-03-28,,33016638495,-880346212,2154434340,90611377792,0.364,5653025386,,,,343235079.582,,,3929057814.613,,836032460.01,1827732219.418,733419698.536,2083403596.113,1432472523.975,1531900658.012,,10818470760.001,5358548985.243,4122364699.985
2017-03-29,,33745301580,-687398444,-60142028,90611377792,0.372,5653025386,,,,299842836.814,,,3617906162.499,,821091814.272,1629411239.785,882439935.137,2078165900.351,1400138391.794,1378198341.5,,11246593100.263,6458370234.009,3933143623.855
2017-03-30,,31521198434,-619301623,280843485,90611377792,0.348,5653025386,,,,206858491.483,,,3286162844.899,,802837800.841,1446091888.117,847991752.403,2072359037.133,1372506666.933,1262108507.749,,10800765586.617,6153221943.402,3270293914.143
2017-03-31,,31765791372,-471778839,405714760,90611377792,0.351,5653025386,,,,89901354.941,,,4366605296.925,,783472555.708,1245650082.127,813618103.502,2066735120.596,1348052793.706,1174639666.105,,10419775732.409,5892522920.839,3564817745.558
2017-04-01,,31069320128,-522753206,161304768,90611377792,0.343,5653025386,,,,906033281.377,,,4103155298.322,,783472555.708,1022129890.931,783269281.616,2061538079.653,1310562275.399,1099997419.645,,10042600655.321,5649285142.751,3307276247.22
2017-04-02,,29649599665,-616767473,261329172,90611377792,0.327,5653025386,,,,842544006.746,,,3785139757.713,,783472555.708,798670681.961,733358716.309,2057174462.485,1271492994.981,1049958114.08,,9658710757.406,5291563396.236,3377514221.694
2017-04-03,,31682557408,-736976995,2177085849,90611377792,0.35,5653025386,,,,816714645.498,,,4383341530.473,,725688507.25,1519141820.859,684830414.825,2052180695.633,1227131812.376,964406824.7,,9176070305.759,6698308196.009,3434742654.301
2017-04-04,,32093055884,-856000752,1339711780,90611377792,0.354,5653025386,,,,785945723.823,,,3986543727.736,,684898172.856,1991510155.074,636369871.372,2046773604.795,1187141022.743,836032460.01,,8983264829.813,6872554747.386,4082021568.592
2017-04-05,,30072633377,-836242510,-37558276,90611377792,0.332,5653025386,,,,725112563.99,,,4074242946.684,,650917520.532,760990441.169,588051619.783,2041569788.048,1142048053.408,744200001.198,,9228393056.954,6414354617.36,3702752768.36
2017-04-06,,29939434641,-806591596,513009601,90611377792,0.33,5653025386,,,,570861407.431,,,3711330935.029,,610059428.107,1458125714.343,539719816.587,2035220860.585,1095112065.642,671211050.683,,9537898188.925,6122195541.211,3587699632.477
2017-04-07,,29202349233,-883063309,2701986984,90611377792,0.322,5653025386,,,,512603052.759,,,3322542131.504,,572446945.346,1639134517.169,491069550.648,2152272858.37,1049172120.925,600871439.164,,9278723722.05,5637000611.811,3946512283.284
2017-04-08,,30862963046,-597388676,2102159019,90611377792,0.341,5653025386,,,,459175845.666,,,4812690291.088,,542226863.718,1430155199.33,442012736.526,2921197764.917,1004607664.229,504878637.276,,10037776283.546,5249458556.049,3458783203.542
2017-04-09,,33196508963,-655375999,2194940090,90611377792,0.366,5653025386,,,,395713674.247,,,4466765217.692,,513937885.961,1872689672.691,393287936.754,2910139654.331,960049983.336,904447743.462,,10525322416.605,6291638048.221,3962516730.101
2017-04-10,,33597107992,-774501392,2837008412,90611377792,0.371,5653025386,,,,353703695.303,,,5882210148.589,,471887252.198,1796204407.8,344298880.662,2898796960.016,920377656.445,834636644.58,,10106814940.879,6272591265.832,3715586139.348
2017-04-11,,33010513170,-923704576,1646852157,90611377792,0.364,5653025386,,,,243874703.576,,,5527422324.797,,423372502.32,1527333766.753,295777354.981,2885848400.376,857979286.107,736001279.501,,9721244643.806,6455754774.029,4335904133.281
2017-04-12,,34159743574,-808407511,1139608764,90611377792,0.377,5653025386,,,,1104665947.95,,,5162301401.345,,379472074.323,1297938954.307,249830634.461,2842815275.171,776730631.667,650721022.243,,9291103114.233,8388166374.852,4015998143.619
2017-04-13,,34321692043,-1131532007,1445041639,90611377792,0.379,5653025386,,,,1050364662.263,,,5716243628.546,,335971418.707,973940379.599,203348625.5,2825597959.606,701891886.919,531460112.663,,9657850230.418,8020863642.817,4304159495.965
2017-04-14,,33008778564,-740392000,1119335562,90611377792,0.364,5653025386,,,,953009923.961,,,4322549025.458,,314620863.279,1477226703.157,828687489.498,2816681002.785,648342715.371,465348602.249,,9929465071.703,7632887935.659,3619959230.824
2017-04-15,,34934170433,-593878810,1978568371,90611377792,0.386,5653025386,,,,905186305.995,,,4471880948.999,,290017922.384,1647929509.536,1028607558.652,3724008462.546,603453020.128,414313253.635,,9597369412.344,8676666517.352,3574737521.232
2017-04-16,,35761042007,-425486553,1221819583,90611377792,0.395,5653025386,,,,1624220974.644,,,4168596004.233,,277658857.611,2078572448.534,981800311.144,3699615571.546,558299068.566,986299444.373,,9247453390.949,8358495133.272,3780030802.209
2017-04-17,,34304068179,-472903623,-1351413592,90611377792,0.379,5653025386,,,,2150856715.531,,,3874031517.999,,564837718.514,1283072842.403,935128579.697,3688713304.429,513280633.064,1171868362.655,,8857980231.316,8023628170.464,3240670103.184
2017-04-18,,33255864998,-821335743,-13680346,90611377792,0.367,5653025386,,,,2113901485.666,,,3505996999.233,,535559473.511,997465967.808,889378357.466,3677485798.766,445522602.509,1107870902.796,,8446092715.174,7678719467.527,3857871227.711
2017-04-19,,32664574545,-806639026,733805919,90611377792,0.36,5653025386,,,,1944967163.885,,,3179044174.393,,494369366.736,731637662.333,843431636.946,3619844042.172,397251781.541,1032842435.561,,7982031515.506,8965444467.777,3473710297.673
2017-04-20,,30420869000,-1037206053,-429396191,90611377792,0.336,5653025386,,,,1722050019.16,,,2791312396.145,,454182078.814,507460218.24,797877913.004,3599923181.189,344041400.146,981468296.794,,7523174132.583,8594035599.089,3105343764.558
2017-04-21,,32614481033,-811612466,2405382982,90611377792,0.36,5653025386,,,,1418595679.317,,,4038934236.962,,426997556.955,1024575955.834,749749383.9,3438930100.589,1000637043.638,907822093.383,,7676679950.807,8206168304.78,3725390726.369
2017-04-22,,34637485120,-781114576,3344759990,90611377792,0.382,5653025386,,,,1165682054.466,,,3790844983.886,,386017500.075,1065949009.291,697257237.629,3338085823.713,1660552830.628,1952488305.277,,8443348514.937,7830761712.29,4306497148.019
2017-04-23,,34576035362,-813787499,1615534395,90611377792,0.382,5653025386,,,,1010482285.478,,,3498103188.673,,347137942.142,1416542610.991,647021433.775,3329351813.575,1575862068.237,1896560826.856,,8519447559.054,7515341304.251,4820184329.267
2017-04-24,,33967934141,-1245501014,614592440,90611377792,0.375,5653025386,,,,869349083.634,,,4061904209.32,,299409185.419,1153756641.088,596772078.315,3320509390.587,1484043161.031,1843682459.811,,8945943706.583,7205524485.339,4187039740.15
2017-04-25,,34030705181,-1070637865,1981468415,90611377792,0.376,5653025386,,,,741747160.492,,,3768315438.726,,251748186.726,950326705.951,546400758.4,3170201751.406,1410789954.197,1745968603.946,,10024441503.133,6819439227.233,4601325890.573
2017-04-26,,33159885748,-1354239102,1458559366,90611377792,0.366,5653025386,,,,657266447.995,,,4249668487.792,,844563196.057,671482082.806,496090420.713,2894453670.257,1349902587.94,1691030392.772,,9948484750.88,6403689503.351,3953254207.324
2017-04-27,,33209288128,-1219481931,1228907073,90611377792,0.367,5653025386,,,,616943644.011,,,3900917904.523,,799070454.342,577867587.79,447697635.29,2530504960.734,1261512237.08,1616977641.178,,9459122702.601,7626498353.378,4372175007.037
2017-04-28,,32138792555,-1097646216,289150620,90611377792,0.355,5653025386,,,,593736518.546,,,3635137029.669,,750020416.022,901073393.54,398247824.59,2184613766.354,1173650398.859,1571098678.689,,8995230898.009,7111564424.367,4824419206.177
