Date,Japan,China,South Korea,India,Taiwan,France,Spain,United Kingdom,Turkey,Italy,Netherlands,Thailand,Pakistan,Belgium,Kuwait,Singapore Republic,Indonesia,Bangladesh,Portugal,Poland,Chile,Egypt,Brazil,Mexico,Malaysia,Argentina,Greece,Germany,Lithuania,United Arab Emirates,Dominican Republic,Puerto Rico,Jordan,United States,Jamaica,Croatia,Colombia,Finland,Canada,Philippines,Panama,Malta,Sweden,Israel,Hong Kong,Norway,United States Virgin Islands,El Salvador,Russian Federation,Vietnam,Myanmar,Bahrain,Gibraltar,Australia,Senegal,Cuba,Denmark,Papua New Guinea,Unknown,Mauritania,Iceland,Estonia,Bahamas,Period End Date
2022-02-17,329683.00,139006.00,297399.00,0,142015.00,165493.00,0,0,0,152827.00,350.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132799.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-17
2022-02-18,944365.00,210332.00,257299.00,305944.00,138054.00,160882.00,141812.00,0,298876.00,0,153501.00,0,0,0,0,5717.00,0,145291.00,0,0,0,0,0,0,0,0,0,0,0,0,0,6359.00,0,0,0,0,0,0,0,0,0,0,8652.00,0,0,2285.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-18
2022-02-19,491918.00,561288.00,121110.00,131317.00,0,331416.00,0,138130.00,494389.00,72797.00,250.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-19
2022-02-20,557337.00,287011.00,0,0,0,0,0,0,0,127363.00,500.00,0,152779.00,0,0,0,0,0,0,0,0,0,0,0,0,0,40000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8717.00,0,0,0,0,0,0,0,0,0,2600.00,0,0,0,0,0,0,0,0,0,0,2022-02-20
2022-02-21,860080.00,781637.00,327230.00,0,284167.00,0,298728.00,317283.00,0,0,0,144456.00,139696.00,0,0,0,0,0,0,0,0,0,81338.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4518.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-21
2022-02-22,465721.00,299284.00,410460.00,0,0,240944.00,0,320666.00,410919.00,0,175782.00,152972.00,0,132920.00,0,0,0,0,0,0,142194.00,0,166499.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7253.00,0,0,0,0,550.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.00,0,2022-02-22
2022-02-23,464944.00,585537.00,472520.00,131317.00,167418.00,153918.00,172776.00,0,0,0,166358.00,159260.00,0,0,0,0,98578.00,0,0,0,0,0,0,0,0,0,156924.00,0,15109.00,0,0,0,0,0,0,0,0,0,0,0,0,107389.00,0,0,0,275.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-23
2022-02-24,617264.00,490667.00,298905.00,132229.00,129292.00,160420.00,325683.00,0,0,153903.00,2026.00,0,0,0,0,0,131122.00,138851.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550.00,0,0,550.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-24
2022-02-25,158869.00,439662.00,128027.00,167921.00,0,161334.00,1400.00,0,332130.00,0,409.00,0,130315.00,0,210479.00,0,0,0,0,171096.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17408.00,0,0,0,0,0,0,0,1564.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-25
2022-02-26,679073.00,700312.00,410654.00,317387.00,167258.00,0,130957.00,203227.00,167141.00,72157.00,0,209578.00,0,0,0,0,0,0,167209.00,0,0,0,0,0,145530.00,0,0,0,0,0,0,65465.00,0,1940.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-26
2022-02-27,2421.00,357620.00,287168.00,131317.00,0,166071.00,458257.00,360688.00,139675.00,153309.00,0,0,0,0,0,0,0,0,141634.00,0,0,0,166996.00,26739.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550.00,0,0,5326.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.00,0,2022-02-27
2022-02-28,835881.00,749234.00,155890.00,154688.00,0,0,134144.00,0,329165.00,0,0,0,0,0,0,0,0,0,134773.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.00,0,0,0,0,0,0,0,7649.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-28
2022-03-01,339867.00,141354.00,478710.00,0,152219.00,239281.00,149672.00,148130.00,162770.00,144210.00,152597.00,0,0,0,0,167066.00,0,152373.00,0,0,0,0,0,7152.00,0,0,0,0,0,0,0,0,0,65400.00,0,0,0,0,0,0,0,0,7264.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-01
2022-03-02,437976.00,167033.00,429202.00,0,275205.00,161904.00,153963.00,164097.00,331726.00,146627.00,850.00,0,157267.00,0,157185.00,0,0,0,0,0,129898.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-02
2022-03-03,410288.00,497774.00,0,293335.00,0,242766.00,0,0,0,0,2060.00,0,0,20000.00,0,750.00,35332.00,0,0,210269.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131290.00,0,0,0,0,0,0,0,0,0,1067.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-03
2022-03-04,709970.00,497524.00,282197.00,131317.00,313210.00,0,0,166996.00,0,0,166420.00,0,0,0,0,0,22336.00,139006.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4118.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.00,0,2022-03-04
2022-03-05,460483.00,124938.00,0,153068.00,0,165643.00,170736.00,0,0,0,167141.00,0,0,0,0,0,105046.00,0,165345.00,0,0,0,0,0,2800.00,0,0,0,0,0,0,0,0,1293.00,0,0,0,300.00,0,0,0,0,17408.00,0,0,413.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-05
2022-03-06,171867.00,203278.00,586116.00,152802.00,163593.00,104581.00,0,200441.00,133011.00,167133.00,144171.00,257440.00,0,165941.00,0,0,66133.00,0,0,0,0,0,0,0,0,0,0,0,3616.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1369.00,0,0,0,1500.00,0,0,0,0,0,0,2022-03-06
2022-03-07,975366.00,653279.00,591286.00,149643.00,0,405880.00,319895.00,0,130978.00,146794.00,0,0,157121.00,152000.00,141134.00,41622.00,0,124885.00,0,0,0,0,0,0,0,0,172655.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-07
2022-03-08,561625.00,335302.00,437664.00,131317.00,254098.00,0,0,167654.00,89596.00,0,200.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151887.00,0,148960.00,0,0,0,0,0,0,3632.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-08
2022-03-09,641820.00,487737.00,278006.00,141877.00,141251.00,179903.00,312580.00,0,0,138148.00,156409.00,203455.00,0,0,0,168173.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5618.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.00,0,2022-03-09
2022-03-10,735791.00,141057.00,265756.00,0,267333.00,299854.00,306254.00,161259.00,0,0,181288.00,0,133223.00,9791.00,0,0,0,0,0,166358.00,0,0,0,0,0,0,0,0,0,0,0,65895.00,0,0,0,0,0,0,0,0,138971.00,0,0,0,0,250.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-10
2022-03-11,637965.00,295804.00,310872.00,141677.00,115507.00,215489.00,139870.00,173139.00,167033.00,0,0,164245.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159924.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4957.00,0,0,1065.00,0,0,0,0,0,0,1383.00,0,0,0,0,0,0,0,0,250.00,0,2022-03-11
2022-03-12,5180.00,141637.00,375714.00,131317.00,122382.00,0,0,0,162426.00,0,500.00,162647.00,140069.00,166783.00,0,0,0,164827.00,0,0,164602.00,0,0,0,0,0,0,0,0,0,0,6349.00,0,1293.00,0,0,0,17408.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-12
2022-03-13,231703.00,531066.00,140757.00,288614.00,0,158724.00,0,0,124536.00,0,166687.00,0,0,0,126308.00,0,0,0,143988.00,0,0,0,0,0,2632.00,0,0,0,0,0,0,0,0,1294.00,20000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-13
2022-03-14,708143.00,450835.00,135033.00,203711.00,273210.00,156330.00,0,0,0,0,0,0,0,0,0,0,65659.00,0,0,0,0,0,83330.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-14
2022-03-15,656527.00,741731.00,344645.00,139705.00,164410.00,239496.00,172680.00,0,167817.00,288678.00,1250.00,157750.00,0,0,0,0,22235.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-15
2022-03-16,374304.00,139506.00,334945.00,280960.00,0,166841.00,0,509041.00,0,0,172103.00,0,0,9762.00,0,0,0,0,0,0,0,89802.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-16
2022-03-17,328193.00,462651.00,385645.00,0,138422.00,252891.00,148655.00,153141.00,0,0,500.00,0,132389.00,163291.00,0,0,0,157200.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6963.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-17
2022-03-18,893062.00,147225.00,298559.00,0,0,169820.00,329564.00,152659.00,0,0,180019.00,132567.00,0,165643.00,0,165792.00,10000.00,0,0,169226.00,0,0,0,0,144251.00,0,0,0,0,0,147563.00,0,0,0,0,128813.00,0,0,0,0,0,0,17434.00,0,0,287.00,0,0,0,0,0,0,1387.00,0,0,0,0,0,0,0,0,0,0,2022-03-18
2022-03-19,163274.00,649409.00,313554.00,168846.00,159540.00,12000.00,166540.00,166690.00,257905.00,131804.00,0,0,140749.00,0,131353.00,0,0,0,0,0,165494.00,0,0,0,0,0,0,0,0,0,0,0,0,1940.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-19
2022-03-20,131495.00,0,566684.00,0,173625.00,311889.00,0,158014.00,0,0,161409.00,152289.00,0,0,0,0,0,152665.00,131566.00,0,0,0,0,0,0,84011.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-20
2022-03-21,55837.00,166641.00,572263.00,0,167258.00,157859.00,0,0,0,0,0,0,0,176706.00,0,0,66133.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-21
2022-03-22,726939.00,738787.00,422825.00,282079.00,0,71725.00,0,167133.00,0,293235.00,0,129581.00,0,0,0,0,40848.00,0,140075.00,0,0,0,0,0,0,0,0,0,0,0,0,68517.00,0,0,0,0,0,0,0,0,0,0,500.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-22
2022-03-23,461807.00,285994.00,529979.00,159808.00,138405.00,320382.00,296759.00,0,122565.00,0,165941.00,100006.00,157258.00,0,0,0,0,0,0,131800.00,0,0,65501.00,0,1000.00,0,81420.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5456.00,0,0,4559.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-23
2022-03-24,931203.00,0,429587.00,149643.00,130854.00,165643.00,155507.00,576622.00,291710.00,0,0,0,0,9762.00,0,0,22302.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64804.00,0,0,0,0,0,0,0,0,0,0,0,284.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-24
2022-03-25,242548.00,518604.00,277848.00,131317.00,152294.00,317508.00,0,0,82874.00,0,149123.00,298128.00,0,154057.00,0,1500.00,0,139583.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17355.00,0,0,0,0,550.00,0,0,0,0,0,0,0,0,0,2383.00,0,0,0,0,0,0,0,0,0,0,2022-03-25
2022-03-26,295441.00,143246.00,0,139916.00,153670.00,0,0,277729.00,0,0,500.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42132.00,0,152491.00,0,0,0,0,1940.00,6378.00,0,0,0,0,0,0,0,6570.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-26
2022-03-27,263928.00,622583.00,292789.00,282286.00,0,332356.00,408510.00,0,0,138338.00,0,0,157262.00,170689.00,0,0,0,0,167209.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-27
2022-03-28,521595.00,475525.00,410012.00,0,304437.00,0,167803.00,148536.00,119168.00,0,350.00,154675.00,0,250.00,0,0,0,0,0,172191.00,0,0,79963.00,0,144623.00,0,0,0,0,0,0,0,0,0,133359.00,0,0,0,0,0,0,0,0,0,0,5141.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-28
2022-03-29,326884.00,543085.00,467623.00,0,141816.00,0,324900.00,315291.00,124981.00,0,198845.00,165773.00,0,165888.00,247864.00,165768.00,0,0,0,0,124345.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3342.00,0,0,825.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-29
2022-03-30,175257.00,185211.00,914745.00,131572.00,0,289652.00,171679.00,0,280903.00,164866.00,400.00,0,0,0,0,0,140188.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53747.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-30
2022-03-31,661613.00,209475.00,251369.00,131317.00,128566.00,0,238501.00,0,259808.00,0,1400.00,0,152784.00,0,0,0,98637.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.00,0,0,1067.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-31
2022-04-01,299133.00,144803.00,557218.00,0,167946.00,225073.00,0,166390.00,134500.00,0,0,0,0,15041.00,0,145467.00,125571.00,156335.00,0,0,0,0,0,0,7000.00,0,0,0,0,0,149732.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4376.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-01
2022-04-02,307788.00,706446.00,297430.00,0,0,239447.00,444150.00,72361.00,0,0,166221.00,140268.00,0,152436.00,0,0,0,0,43650.00,0,0,0,0,0,36715.00,0,0,0,2997.00,0,0,0,0,1940.00,0,0,0,10159.00,0,0,0,0,1500.00,0,0,1065.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-02
2022-04-03,318741.00,537200.00,279908.00,209683.00,0,341496.00,84046.00,321217.00,0,138148.00,165792.00,0,0,9791.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6457.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127823.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-03
2022-04-04,415527.00,224863.00,547409.00,0,143871.00,150192.00,166116.00,257443.00,0,138371.00,166641.00,0,140745.00,165792.00,131994.00,0,0,0,0,0,0,0,0,0,0,0,39846.00,0,0,0,0,81000.00,0,0,0,152262.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-04
2022-04-05,285519.00,604431.00,525499.00,278095.00,284691.00,148051.00,0,166241.00,166196.00,0,0,209419.00,139937.00,0,0,167418.00,0,0,141825.00,209530.00,0,0,0,0,112493.00,0,0,0,0,146373.00,0,0,0,0,0,0,0,0,0,0,0,0,5626.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-05
2022-04-06,682060.00,316239.00,122137.00,295803.00,0,333430.00,159405.00,154954.00,0,134755.00,13060.00,0,0,168207.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103113.00,0,0,28839.00,0,0,0,0,0,0,0,0,0,0,0,0,0,413.00,0,0,0,0,0,0,1250.00,0,0,0,0,0,0,0,0,0,0,2022-04-06
2022-04-07,753353.00,143315.00,266521.00,152779.00,286791.00,0,0,148959.00,0,0,0,0,0,0,0,0,0,168092.00,0,0,0,0,0,0,0,0,42717.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6609.00,0,0,1479.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-07
2022-04-08,574529.00,345942.00,0,412943.00,0,190619.00,166457.00,153164.00,0,0,160507.00,23241.00,0,165792.00,0,0,0,151965.00,0,0,145338.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7806.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-08
2022-04-09,289785.00,149732.00,193557.00,131317.00,139001.00,165792.00,0,165897.00,0,0,500.00,0,0,129681.00,0,168106.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-09
2022-04-10,438016.00,322547.00,167258.00,0,164163.00,0,526214.00,193022.00,0,166579.00,166141.00,0,157262.00,165792.00,128036.00,0,132265.00,0,0,0,0,0,100911.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065.00,0,0,0,0,0,0,750.00,0,0,0,0,0,0,0,0,0,0,2022-04-10
2022-04-11,289577.00,139498.00,265117.00,301157.00,296375.00,150329.00,142086.00,166588.00,0,139023.00,1910.00,163397.00,0,203217.00,129451.00,41326.00,0,0,0,0,0,0,0,0,145880.00,0,0,0,0,0,0,0,0,0,0,0,0,8625.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-11
2022-04-12,621313.00,342365.00,291223.00,0,138422.00,239939.00,274408.00,72578.00,0,0,134805.00,0,0,0,0,0,39792.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8730.00,0,0,0,0,7264.00,0,0,250.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-12
2022-04-13,134152.00,185847.00,138284.00,263108.00,0,166457.00,0,0,104757.00,0,166143.00,0,141499.00,9703.00,0,0,0,139127.00,139858.00,0,0,0,0,0,0,0,0,0,162335.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-13
2022-04-14,845767.00,166241.00,424228.00,0,167669.00,300413.00,220104.00,163012.00,0,0,0,0,132634.00,169991.00,0,0,22336.00,0,130510.00,0,0,0,0,0,0,0,0,0,0,0,149487.00,0,0,0,6476.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-14
2022-04-15,586182.00,644167.00,261859.00,280476.00,0,165739.00,0,330947.00,0,138338.00,500.00,0,0,9762.00,0,42161.00,130925.00,0,0,0,0,0,0,7166.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1369.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-15
2022-04-16,5182.00,398856.00,0,0,269040.00,229641.00,0,203199.00,132799.00,72048.00,450.00,0,0,166038.00,0,0,0,157781.00,0,0,162161.00,0,0,0,0,0,0,0,0,0,0,0,0,1940.00,0,0,0,0,0,0,0,0,0,0,0,1462.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16
2022-04-17,786048.00,167954.00,127993.00,39648.00,138422.00,308099.00,338522.00,0,0,0,167360.00,0,0,126120.00,0,0,0,0,0,203095.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-17
2022-04-18,647562.00,317233.00,259685.00,0,0,166358.00,451230.00,242633.00,0,293864.00,0,166933.00,139875.00,0,0,0,0,0,0,0,0,0,0,0,138545.00,0,0,0,0,0,0,0,0,0,0,158140.00,0,0,0,0,0,0,7242.00,0,0,10408.00,0,0,0,0,0,0,0,0,0,0,1500.00,0,0,0,0,0,0,2022-04-18
2022-04-19,298901.00,540144.00,0,454397.00,298212.00,0,0,355973.00,0,1496.00,172103.00,166899.00,0,0,129634.00,0,0,145672.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-19
2022-04-20,313137.00,315424.00,294344.00,0,138623.00,72797.00,138002.00,0,0,138642.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130354.00,0,0,0,0,0,0,0,165.00,0,0,534.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-20
2022-04-21,836046.00,636075.00,268651.00,0,138219.00,204784.00,0,326519.00,0,0,164268.00,0,0,150.00,0,166991.00,0,0,139952.00,0,0,0,0,0,0,0,0,0,0,0,0,64201.00,0,0,0,0,0,0,0,0,0,0,0,0,0,824.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-21
2022-04-22,755111.00,377371.00,122137.00,131317.00,166816.00,146090.00,0,257324.00,0,138008.00,11369.00,149257.00,0,161900.00,0,0,0,0,0,0,0,0,0,0,3200.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-22
2022-04-23,142449.00,409168.00,0,0,138148.00,0,0,257226.00,0,0,131569.00,0,152779.00,0,0,0,131850.00,0,0,0,0,0,0,0,0,0,0,0,158840.00,0,0,0,0,1940.00,0,0,0,0,0,0,0,0,0,0,0,6619.00,0,0,0,0,0,0,2427.00,0,0,0,0,0,0,0,0,0,0,2022-04-23
2022-04-24,253585.00,141165.00,578899.00,149832.00,0,178274.00,358401.00,0,0,144939.00,156224.00,0,0,165493.00,0,0,0,125979.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-24
2022-04-25,487390.00,306231.00,278445.00,0,281102.00,269558.00,0,133398.00,0,0,0,0,0,24787.00,0,0,171607.00,0,0,137222.00,0,0,0,0,145167.00,0,42864.00,0,0,0,0,26739.00,0,0,0,0,0,0,0,0,0,0,0,0,0,531.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-25
2022-04-26,290391.00,209536.00,139244.00,0,112021.00,139402.00,140247.00,0,0,138513.00,0,0,0,0,124993.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-26
2022-04-27,169994.00,159508.00,282940.00,263327.00,0,165739.00,303696.00,155142.00,126475.00,154707.00,145520.00,134788.00,0,166690.00,0,0,0,139776.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-27
2022-04-28,610181.00,597905.00,165152.00,0,298763.00,385381.00,298838.00,0,0,0,0,137998.00,131840.00,8625.00,0,152550.00,0,0,135724.00,166403.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-28
2022-04-29,275620.00,670708.00,468283.00,129636.00,0,216967.00,166745.00,321982.00,0,0,7000.00,0,0,0,0,0,0,0,0,0,61067.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.00,0,0,550.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-29
2022-04-30,312078.00,167167.00,277996.00,131317.00,166816.00,166724.00,142677.00,209536.00,0,73015.00,153507.00,0,0,0,118843.00,0,20587.00,0,0,0,0,0,0,0,0,0,68327.00,0,0,0,0,0,0,1940.00,0,0,0,0,0,0,0,0,165.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-30
2022-05-01,243737.00,167435.00,140840.00,168022.00,0,0,146527.00,162916.00,0,137957.00,0,165196.00,148868.00,167025.00,0,169815.00,0,0,0,0,0,0,117528.00,0,0,0,0,0,0,0,0,0,0,0,0,154490.00,0,0,0,0,0,0,6609.00,0,0,7563.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-01
2022-05-02,326082.00,98570.00,426290.00,293717.00,0,238338.00,56400.00,376604.00,0,0,0,0,157844.00,0,124896.00,0,0,151154.00,0,165361.00,63095.00,0,0,0,0,0,0,0,0,0,168207.00,0,0,0,0,0,0,0,0,0,35735.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-02
2022-05-03,431434.00,285031.00,298183.00,470579.00,282004.00,158709.00,297500.00,165301.00,132588.00,0,0,209419.00,0,0,0,167660.00,22336.00,0,0,0,0,0,0,0,0,95630.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4101.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-03
