Date,Japan,China,South Korea,India,Taiwan,France,Spain,United Kingdom,Turkey,Italy,Netherlands,Thailand,Pakistan,Belgium,Kuwait,Singapore Republic,Indonesia,Bangladesh,Portugal,Poland,Chile,Egypt,Brazil,Mexico,Malaysia,Argentina,Greece,Germany,Lithuania,United Arab Emirates,Dominican Republic,Puerto Rico,Jordan,United States,Jamaica,Croatia,Colombia,Finland,Canada,Philippines,Panama,Malta,Sweden,Israel,Hong Kong,Norway,United States Virgin Islands,El Salvador,Russian Federation,Vietnam,Myanmar,Bahrain,Gibraltar,Australia,Senegal,Cuba,Denmark,Papua New Guinea,Unknown,Mauritania,Iceland,Estonia,Bahamas,Period End Date
2018-05-12,414718.00,165884.00,139433.00,285253.00,0,0,0,257484.00,169665.00,138642.00,0,0,145374.00,0,152912.00,0,121961.00,0,0,0,0,0,0,0,0,96753.00,0,0,0,0,0,0,0,0,0,0,0,0,132819.00,0,0,0,6338.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-12
2018-05-13,291054.00,223631.00,293464.00,308245.00,137387.00,0,0,0,0,0,0,210301.00,139742.00,0,0,0,0,0,0,0,0,139799.00,0,154675.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-13
2018-05-14,616962.00,209588.00,257383.00,292772.00,152908.00,0,121358.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-14
2018-05-15,476302.00,0,127785.00,149472.00,0,0,0,0,0,352954.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8548.00,0,0,3236.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-15
2018-05-16,170970.00,440986.00,296072.00,0,140846.00,207379.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208523.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-16
2018-05-17,36529.00,163986.00,275755.00,0,0,0,0,0,0,0,0,0,139875.00,0,0,0,0,0,0,0,137433.00,0,0,160533.00,0,0,0,0,0,0,0,132580.00,0,0,6969.00,0,0,0,0,0,0,0,3087.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-17
2018-05-18,570745.00,245385.00,429323.00,131317.00,305430.00,0,132043.00,165196.00,0,0,0,0,0,0,149827.00,152912.00,72000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,74940.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-18
2018-05-19,749617.00,864562.00,0,0,134543.00,73125.00,341323.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168375.00,0,98132.00,0,0,0,0,0,0,147563.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-19
2018-05-20,144440.00,139498.00,153164.00,152829.00,138219.00,406580.00,0,0,331053.00,138814.00,134805.00,203313.00,0,0,0,0,0,0,0,0,0,0,52966.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-20
2018-05-21,518783.00,84127.00,130979.00,203522.00,0,0,73125.00,0,0,0,0,0,140086.00,0,0,163982.00,0,0,0,0,0,0,0,0,145712.00,0,0,0,0,63748.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-21
2018-05-22,716158.00,287400.00,153011.00,0,142427.00,0,134759.00,0,133011.00,0,165493.00,0,139886.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17408.00,0,0,0,0,0,0,0,1065.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-22
2018-05-23,401477.00,470665.00,257363.00,449123.00,138237.00,341792.00,131920.00,0,0,0,0,0,0,203034.00,165834.00,0,121961.00,0,141994.00,0,129641.00,0,0,166816.00,0,97809.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102.00,0,0,3236.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-23
2018-05-24,975311.00,0,436358.00,149814.00,122566.00,0,138539.00,0,0,138148.00,0,0,0,0,0,0,67541.00,0,0,0,0,0,0,0,0,0,0,0,0,0,167837.00,0,0,0,14380.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-24
2018-05-25,159032.00,466075.00,288836.00,145470.00,126046.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142588.00,0,154009.00,0,164535.00,0,97072.00,0,0,134607.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-25
2018-05-26,297456.00,141569.00,258648.00,0,0,0,0,0,0,73125.00,0,0,0,208300.00,0,0,0,0,0,0,0,0,0,0,0,135591.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31206.00,0,0,0,0,2018-05-26
2018-05-27,548651.00,613587.00,160839.00,279078.00,139006.00,0,167167.00,0,121431.00,0,0,0,147692.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-27
2018-05-28,299886.00,331495.00,0,0,0,0,0,0,0,144738.00,0,0,0,140370.00,169975.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000.00,0,0,0,0,0,0,0,6319.00,0,0,532.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-28
2018-05-29,141184.00,225445.00,130614.00,153317.00,267040.00,0,0,0,0,0,0,0,0,0,0,163913.00,0,0,167167.00,0,0,0,0,0,0,99233.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126314.00,0,533.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-29
2018-05-30,269646.00,162834.00,0,149577.00,131415.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165792.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-30
2018-05-31,577745.00,315385.00,292714.00,0,270981.00,0,0,0,149999.00,0,0,0,140556.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17382.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-31
2018-06-01,879064.00,479277.00,573644.00,270439.00,0,0,0,0,0,144392.00,0,165702.00,0,0,165089.00,166669.00,43847.00,0,0,209269.00,0,0,0,0,0,150432.00,0,0,0,0,0,0,147401.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-01
2018-06-02,131731.00,18141.00,399905.00,0,141631.00,73125.00,0,148801.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126525.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-02
2018-06-03,525000.00,417032.00,626910.00,149643.00,138642.00,141124.00,129279.00,0,0,0,0,0,152262.00,0,0,0,40910.00,0,0,0,0,0,0,0,0,98980.00,0,0,0,0,0,0,0,0,14295.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-03
2018-06-04,310745.00,417907.00,251750.00,139136.00,144398.00,0,0,132799.00,0,0,0,0,0,0,0,0,0,0,0,0,132829.00,0,0,147295.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-04
2018-06-05,721184.00,373542.00,0,131317.00,0,140064.00,127602.00,0,0,0,210248.00,0,140262.00,0,0,0,0,0,0,0,0,167837.00,0,330050.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17408.00,0,0,6338.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-05
2018-06-06,436103.00,349466.00,274521.00,0,307744.00,0,0,0,0,138473.00,0,0,0,146610.00,0,0,0,0,128065.00,0,0,0,126945.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-06
2018-06-07,144824.00,257262.00,568043.00,328634.00,0,0,0,0,203400.00,0,0,210385.00,0,0,168780.00,0,0,0,0,0,0,0,0,0,0,235156.00,0,0,0,0,0,0,0,0,4793.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-07
2018-06-08,618133.00,303169.00,532349.00,164855.00,0,273055.00,0,75000.00,0,0,0,0,0,0,0,0,110379.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131734.00,0,0,0,0,0,0,0,6338.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-08
2018-06-09,424857.00,332053.00,252957.00,0,142731.00,0,202777.00,0,0,0,0,0,142435.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165527.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-09
2018-06-10,163909.00,141384.00,261999.00,281989.00,271538.00,0,0,125004.00,0,0,0,0,143318.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17434.00,0,0,1065.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-10
2018-06-11,381707.00,62673.00,405820.00,302123.00,0,0,202932.00,202943.00,0,0,0,0,0,140193.00,157297.00,168106.00,0,0,0,209450.00,0,143591.00,0,0,0,0,0,0,141033.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-11
2018-06-12,292394.00,445070.00,149168.00,0,261297.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130194.00,0,0,0,0,97745.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-12
2018-06-13,591442.00,0,0,0,131328.00,0,0,0,0,144939.00,0,0,0,0,0,0,67551.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-13
2018-06-14,894696.00,294396.00,0,435442.00,0,133647.00,131052.00,0,166047.00,73015.00,0,131206.00,140262.00,0,150799.00,0,0,0,0,0,0,154009.00,0,168106.00,0,97623.00,0,0,0,0,0,0,0,128251.00,4793.00,0,0,0,0,0,0,0,0,0,0,3236.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-14
2018-06-15,192635.00,293373.00,296976.00,131108.00,0,0,137433.00,257170.00,0,0,0,0,137222.00,0,0,0,28969.00,0,0,0,0,0,0,0,0,97919.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8744.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-15
2018-06-16,432488.00,271985.00,144955.00,0,262656.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145098.00,0,83519.00,164932.00,0,0,0,0,0,0,150177.00,131773.00,0,0,0,0,0,0,0,0,0,105004.00,0,0,0,1065.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-16
2018-06-17,543832.00,158776.00,388235.00,141028.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135945.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-17
2018-06-18,358049.00,396906.00,128236.00,154485.00,140456.00,144607.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000.00,0,0,0,0,98017.00,121249.00,0,0,0,0,0,0,0,0,0,0,5633.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-18
2018-06-19,416784.00,459928.00,267049.00,203705.00,138422.00,0,71940.00,0,0,0,0,203341.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166366.00,0,4794.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-19
2018-06-20,413824.00,592968.00,166766.00,131317.00,135760.00,73125.00,141347.00,0,0,0,0,0,150299.00,0,0,0,0,0,0,0,0,0,48783.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-20
2018-06-21,489244.00,457574.00,281455.00,0,0,166496.00,163640.00,0,0,138338.00,0,0,0,0,144345.00,167593.00,0,0,0,0,0,0,0,0,0,235578.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-21
2018-06-22,442133.00,281549.00,309557.00,298623.00,130420.00,0,130618.00,0,0,0,0,0,0,0,0,0,121778.00,0,0,0,128844.00,152597.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6338.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-22
2018-06-23,688902.00,471769.00,0,263537.00,278734.00,209605.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156857.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-23
2018-06-24,18416.00,228806.00,130979.00,132356.00,0,0,141809.00,0,0,0,0,168246.00,146403.00,0,0,0,0,0,139952.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-24
2018-06-25,728563.00,235382.00,0,146269.00,141440.00,0,267826.00,0,333603.00,211244.00,0,0,0,0,169898.00,0,0,0,0,135600.00,0,0,77600.00,145818.00,140077.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-25
2018-06-26,269092.00,306799.00,547678.00,140820.00,138241.00,0,0,0,0,0,0,0,139726.00,0,0,0,0,0,0,0,0,0,0,0,0,100974.00,0,0,0,137554.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-26
2018-06-27,142121.00,424374.00,127993.00,0,157840.00,0,201260.00,0,0,0,0,148459.00,0,0,0,0,0,0,0,0,0,0,0,0,0,97730.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-27
2018-06-28,277073.00,257517.00,0,280426.00,141440.00,0,0,0,0,0,0,0,0,210259.00,0,0,0,0,108579.00,0,48990.00,147339.00,0,168241.00,0,0,0,0,0,0,0,0,130119.00,0,14230.00,0,0,0,0,0,0,0,5590.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-28
2018-06-29,533481.00,86749.00,411758.00,153655.00,0,0,0,0,0,144939.00,0,0,0,0,159992.00,0,0,0,0,0,0,0,76071.00,0,0,0,0,0,0,0,0,126525.00,0,0,0,0,86507.00,0,0,0,0,0,0,0,0,7374.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-29
2018-06-30,691200.00,357753.00,393434.00,0,142954.00,166346.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97378.00,102781.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-30
2018-07-01,541906.00,164908.00,152377.00,331538.00,138237.00,0,165130.00,0,0,0,0,0,137996.00,0,0,163816.00,0,0,0,0,0,0,0,149496.00,0,147321.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-01
2018-07-02,0,0,144232.00,0,0,73235.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156387.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131102.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-02
2018-07-03,468939.00,167301.00,329435.00,149472.00,163917.00,0,72048.00,0,0,0,0,153213.00,139198.00,0,0,0,0,0,0,0,87406.00,0,0,0,0,0,0,0,0,161843.00,0,0,0,0,9586.00,0,0,0,0,0,0,38169.00,6461.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-03
2018-07-04,131514.00,517447.00,316514.00,0,304543.00,141614.00,0,0,121431.00,148118.00,72578.00,0,0,0,152270.00,0,139999.00,0,0,209538.00,0,0,0,0,145880.00,98851.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-04
2018-07-05,782566.00,459992.00,0,285185.00,0,134916.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136601.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-05
2018-07-06,1065264.00,0,152804.00,165450.00,139669.00,0,0,0,0,0,0,125823.00,141331.00,166191.00,0,0,121961.00,0,128065.00,0,0,0,0,0,0,0,0,0,0,0,138179.00,0,138925.00,130919.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-06
2018-07-07,0,574756.00,0,0,138148.00,0,140377.00,0,0,0,0,0,145287.00,0,0,0,0,0,0,0,0,0,131980.00,167301.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-07
2018-07-08,299835.00,305212.00,462719.00,263297.00,0,0,0,0,0,0,0,0,0,0,152695.00,163913.00,0,0,0,0,165172.00,0,0,167703.00,0,0,0,0,0,0,0,0,0,0,4794.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-08
2018-07-09,928980.00,322266.00,130640.00,162010.00,144109.00,73125.00,0,0,0,0,0,0,0,0,0,0,0,0,203113.00,0,0,84674.00,0,0,0,97863.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-09
2018-07-10,133286.00,73875.00,821703.00,154325.00,0,0,334073.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130684.00,0,0,0,0,0,154735.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-10
2018-07-11,559197.00,0,139244.00,0,0,0,159068.00,0,0,138642.00,0,0,0,0,0,0,0,0,0,0,0,144694.00,0,0,0,97907.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-11
2018-07-12,935999.00,437739.00,257479.00,149472.00,278166.00,203313.00,0,0,209622.00,0,0,0,140745.00,0,157512.00,164204.00,22269.00,0,0,0,0,0,0,0,0,0,0,0,0,164410.00,0,0,0,0,0,0,0,0,0,0,0,0,16975.00,0,0,6338.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-12
2018-07-13,410570.00,333333.00,0,131108.00,0,0,0,0,0,0,0,209654.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9586.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-13
2018-07-14,274602.00,304554.00,61416.00,0,272646.00,71940.00,0,0,0,0,0,0,140071.00,0,0,0,0,0,0,210269.00,0,0,144195.00,0,0,239413.00,0,0,0,0,0,0,164961.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-14
2018-07-15,347288.00,167267.00,370595.00,0,158423.00,0,0,0,0,144922.00,0,0,0,0,0,0,0,0,133617.00,0,0,0,0,167435.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-15
2018-07-16,421618.00,232390.00,297988.00,0,0,116628.00,125055.00,0,0,0,0,0,0,4937.00,159646.00,0,0,0,0,0,0,0,0,0,0,0,121614.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-16
2018-07-17,394222.00,870898.00,433217.00,287191.00,0,0,304190.00,0,0,0,0,0,140069.00,0,0,0,122144.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-17
2018-07-18,338766.00,453066.00,0,143196.00,286757.00,0,0,0,133567.00,0,0,0,0,0,0,0,0,0,0,0,0,153778.00,0,129029.00,0,0,0,0,0,0,0,0,0,0,0,0,0,17408.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-18
2018-07-19,590818.00,212692.00,297418.00,166337.00,0,149622.00,0,0,0,204343.00,0,0,140364.00,142138.00,0,0,0,0,0,0,0,0,0,0,0,97393.00,0,0,0,0,0,0,0,0,4794.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-19
2018-07-20,390715.00,323145.00,139879.00,146592.00,123339.00,0,0,257407.00,0,0,0,209513.00,0,0,169959.00,0,0,0,0,0,0,137572.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6310.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-20
2018-07-21,911389.00,0,386872.00,306075.00,282644.00,126430.00,203398.00,0,0,0,0,0,0,0,0,162917.00,0,0,140075.00,0,281818.00,0,65000.00,0,0,0,0,0,0,0,0,0,142048.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-21
2018-07-22,0,227247.00,459098.00,137410.00,0,189309.00,160815.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000.00,167526.00,0,195652.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-22
2018-07-23,1012198.00,300200.00,257407.00,131317.00,0,0,0,0,0,211089.00,0,0,0,0,0,0,140757.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4772.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-23
2018-07-24,410252.00,147844.00,128027.00,0,139484.00,0,0,0,165897.00,0,0,0,0,0,169881.00,153809.00,0,0,0,0,0,0,166724.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17434.00,148214.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-24
2018-07-25,531607.00,529662.00,0,417938.00,0,0,0,0,139675.00,0,0,0,0,0,0,0,0,0,0,0,0,165304.00,0,166766.00,0,97940.00,0,0,144890.00,150427.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-25
2018-07-26,444025.00,620127.00,284598.00,140069.00,0,0,0,257363.00,0,0,0,153005.00,139682.00,0,0,0,0,0,171387.00,0,128672.00,0,0,0,0,0,0,0,0,0,133646.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6328.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-26
2018-07-27,428493.00,306490.00,127785.00,0,280045.00,0,271149.00,0,0,144939.00,0,0,147239.00,0,0,0,0,0,0,0,0,157433.00,116000.00,0,0,93420.00,0,0,0,0,0,0,0,130222.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-27
2018-07-28,0,716527.00,127993.00,0,0,225921.00,0,0,0,0,0,0,0,0,0,0,121961.00,0,0,0,0,0,0,0,0,0,65000.00,0,0,0,0,0,0,0,4737.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-28
2018-07-29,704787.00,289984.00,0,0,272998.00,163909.00,72781.00,0,0,0,0,0,139934.00,0,168696.00,0,0,0,0,0,0,0,0,0,149661.00,0,0,0,0,0,0,0,129873.00,0,0,0,0,0,0,0,0,0,0,0,0,1065.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-29
2018-07-30,861709.00,86749.00,290808.00,312447.00,145146.00,118366.00,0,0,0,0,0,0,0,139622.00,0,0,0,0,0,0,0,131863.00,0,167795.00,0,95306.00,0,0,0,0,0,132396.00,0,0,0,0,0,0,164256.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-30
2018-07-31,583519.00,450268.00,130827.00,319724.00,0,0,0,0,0,139040.00,0,0,0,0,156259.00,0,0,0,0,0,0,0,0,0,143989.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-31
