Date,Title,Description,URL,Author
2022-10-08,Petronas declares force majeure on gas supply to MLNG Dua at Bintulu; LNG deliveries impacted,"Malaysia’s state-owned Petronas has declared force majeure on gas supply to the MLNG Dua project that is part of the 29.3 mtpa nine-train Bintulu LNG export complex in Sarawak, Malaysia, due to a leak at the Sabah-Sarawak gas pipeline.",https://terminal.kpler.com/insight/news/petronas-declares-force-majeure-on-gas-supply-to-mlng-dua-at-bintulu-lng-deliveries-impacted,CK
