Date,Title,Description,Source,Domain,Keyword Matches,URL
2025-08-26 20:10,"BPCL, OIL sign agreement to set up JV","ITANAGAR, Aug 26: Arunachal Pradesh is set to get a city gas distribution network with Bharat Petroleum Corp Ltd (BPCL) and Oil India Ltd (OIL) signing an agreement on Tuesday to set up a joint venture company to implement the project. As a part of the projec…",Thehillstimes.in,thehillstimes.in,1,https://thehillstimes.in/arunachal-pradesh/bpcl-oil-sign-agreement-to-set-up-jv
2025-08-26 20:00,PetroChina Proposes Buying Gas Cos for $5.6B,PetroChina Co. has proposed buying three natural gas storage companies for 40 billion yuan ($5.6 billion).,Rigzone,www.rigzone.com,1,https://www.rigzone.com/news/wire/petrochina_proposes_buying_gas_cos_for_56b-26-aug-2025-181591-article/
2025-08-26 19:30,Dollar Weakness Spurs Short Covering in Nat-Gas Futures,September Nymex natural gas (NGU25 ) on Tuesday closed up +0.021 (+0.78%). Sep nat-gas prices on Tuesday settled higher as a weaker dollar spurred some mild ...,Barchart.com,www.barchart.com,1,https://www.barchart.com/story/news/34402308/dollar-weakness-spurs-short-covering-in-nat-gas-futures
2025-08-26 17:38,"BPCL, OIL Form JV For City Gas Project In Arunachal Pradesh","State-owned Bharat Petroleum Corporation Ltd and Oil India Ltd have formed a joint venture company for creating a gas distribution network in Arunachal Pradesh, the firms said on Tuesday.",Ndtvprofit.com,www.ndtvprofit.com,1,https://www.ndtvprofit.com/business/bpcl-oil-form-jv-for-city-gas-project-in-arunachal-pradesh
2025-08-26 17:37,IGU sees opportunity in Alaska LNG pipeline,"While the Interior Gas Utility is set to begin trucking liquefied natural gas from the North Slope in the coming weeks, the Fairbanks utility sees itself positioned to take advantage of the proposed Alaska LNG pipeline if and when it’s…",Fairbanks Daily News-Miner,www.newsminer.com,2,https://www.newsminer.com/news/local_news/igu-sees-opportunity-in-alaska-lng-pipeline/article_8070e412-7449-4ae9-a5d8-7eb933fc92e7.html
2025-08-26 17:30,PetroChina Bulks Up Gas Storage as Oil Profits Slide,"PetroChina has agreed to buy three natural gas storage facilities from its state-owned parent CNPC for ¥40 billion (US$5.59 billion), adding nearly 11 billion cubic meters of working capacity to its portfolio. It’s a deal that looks less like housekeeping bet…",OilPrice.com,oilprice.com,1,https://oilprice.com/Latest-Energy-News/World-News/PetroChina-Bulks-Up-Gas-Storage-as-Oil-Profits-Slide.html
2025-08-26 17:19,Extra Bonus Quote of the Day,"""In some places it is two dollars. It broke two dollars in a couple locations in the South."" -- President Trump, talking to reporters about gas prices.",Politicalwire.com,politicalwire.com,1,https://politicalwire.com/2025/08/26/extra-bonus-quote-of-the-day-961/
2025-08-26 16:56,"Trump Crows About His Economy, Falsely Claims Gas Is Below 2 Dollars In the South","President Donald Trump touted the success of his economic policy by falsely claiming gas prices have fallen under $2 per gallon.
The post Trump Crows About His Economy, Falsely Claims Gas Is Below 2 Dollars In the South first appeared on Mediaite.",Mediaite,www.mediaite.com,1,https://www.mediaite.com/politics/trump-crows-about-his-economy-falsely-claims-gas-is-below-2-dollars-in-the-south/
2025-08-26 15:16,Drydocks World to fabricate world’s largest FLNG facility,"Drydocks World, a DP World company, has secured an engineering, procurement and construction (EPC) contract from AMIGO LNG for the fabrication and delivery of the world's largest floating liquefied natural gas (FLNG) liquefaction facility.
The project entails…",Biztoc.com,biztoc.com,3,https://biztoc.com/x/888a3183c67e31cf
2025-08-26 14:58,US and Russian officials discussed energy deals alongside latest Ukraine peace talks,"U.S. and Russian officials reportedly discussed potential energy deals during peace negotiations for Ukraine, exploring incentives like Exxon Mobil's return to Sakhalin-1 and U.S. equipment sales for Russian LNG projects. These discussions, involving figures …",The Times of India,economictimes.indiatimes.com,2,https://economictimes.indiatimes.com/news/international/global-trends/us-and-russian-officials-discussed-energy-deals-alongside-latest-ukraine-peace-talks/articleshow/123528669.cms
2025-08-26 14:30,"FERC Reauthorizes, Extends Commissioning Deadline for Texas LNG",Glenfarne affirmed its target to make a final investment decision by year-end.,Rigzone,www.rigzone.com,1,https://www.rigzone.com/news/ferc_reauthorizes_extends_commissioning_deadline_for_texas_lng-26-aug-2025-181586-article/
2025-08-26 14:23,BPCL and OIL sign joint venture agreement for city gas distribution in Arunachal Pradesh,"Bharat Petroleum and Oil India have partnered to form a joint venture for developing a gas distribution network in Arunachal Pradesh. This initiative aims to establish CNG stations and provide PNG connections to homes, businesses, and industries.",The Times of India,economictimes.indiatimes.com,2,https://economictimes.indiatimes.com/industry/energy/oil-gas/bpcl-and-oil-sign-joint-venture-agreement-for-city-gas-distribution-in-arunachal-pradesh/articleshow/123528163.cms
2025-08-26 14:00,Matterhorn Partners Approve 2.5 Bcfd Permian-Gulf Coast Gas Pipeline,"'This pipeline's strategic location offers connectivity to growing natural gas demand markets, helping to meet the need for increasing electricity generation and international demand for liquified natural gas exports'.",Rigzone,www.rigzone.com,2,https://www.rigzone.com/news/matterhorn_partners_approve_25_bcfd_permiangulf_coast_gas_pipeline-26-aug-2025-181589-article/
2025-08-26 14:00,Ukraine Scrambles for U.S. LNG as Russia Targets Gas Infrastructure,"When a swarm of 39 Russian drones attacked a compressor station in southern Ukraine this month, it was a sign of how Russia has shifted the focus of its attacks on Ukraine’s energy infrastructure. The attack came less than two weeks after Ukraine signed a dea…",OilPrice.com,oilprice.com,2,https://oilprice.com/Energy/Energy-General/Ukraine-Scrambles-for-US-LNG-as-Russia-Targets-Gas-Infrastructure.html
2025-08-26 13:48,"Govt to build gas pipelines in 15 districts, cities in 2025-2026",The Ministry of Energy and Mineral Resources (ESDM) will construct gas pipeline networks for households in 15 districts and cities during the 2025-2026 ...,Antaranews.com,en.antaranews.com,1,https://en.antaranews.com/news/375793/govt-to-build-gas-pipelines-in-15-districts-cities-in-2025-2026
2025-08-26 12:42,Canada to launch talks on shipping LNG to German customers,Prime Minister Mark Carney and the German Chancellor met Tuesday as Canada looks to tap into growing LNG demand across the EU. Read on.,Financial Post,financialpost.com,2,https://financialpost.com/commodities/energy/oil-gas/canada-to-launch-talks-on-shipping-lng-to-german-customers
2025-08-26 12:42,Canada to Launch Talks on Shipping LNG to German Customers,Canada is set to begin discussions on supplying liquefied natural gas to German buyers to tap into growing demand across the European Union.,Financial Post,financialpost.com,2,https://financialpost.com/pmn/business-pmn/canada-to-launch-talks-on-shipping-lng-to-german-customers
2025-08-26 12:22,PetroChina Proposes Buying Gas Companies for $5.6 Billion,PetroChina Co. has proposed buying three natural gas storage companies for 40 billion yuan ($5.6 billion) to bolster the nation’s infrastructure for the fuel.,Financial Post,financialpost.com,1,https://financialpost.com/pmn/business-pmn/petrochina-proposes-buying-gas-companies-for-5-6-billion
2025-08-26 12:08,India explores using costly gas-fired power to meet peak demand,"India is considering utilizing gas-fired power plants solely during peak summer months due to high gas prices, which have reduced gas's share in power generation. The government has developed a plan to support gas-based plants during high-demand periods, depl…",The Times of India,economictimes.indiatimes.com,1,https://economictimes.indiatimes.com/industry/energy/power/india-explores-using-costly-gas-fired-power-to-meet-peak-demand/articleshow/123525895.cms
2025-08-26 12:05,"BPCL, OIL form joint venture for city gas distribution in Arunachal Pradesh","Formalised at BPCL’s Mumbai headquarters, the venture will develop compressed natural gas stations and piped natural gas supply for households, businesses, and industries.",BusinessLine,www.thehindubusinessline.com,3,https://www.thehindubusinessline.com/companies/bpcl-oil-form-joint-venture-for-city-gas-distribution-in-arunachal-pradesh/article69979075.ece
2025-08-26 12:00,Japan's Power Mix Shifts Away From Fossil Fuels,"The share of fossil fuels in Japan’s power supply slumped to the lowest on record in the first half of 2025, as nuclear and solar electricity generation is growing.   Resource-poor Japan, a major importer of LNG, crude oil, and coal, saw its utility-scale ele…",OilPrice.com,oilprice.com,1,https://oilprice.com/Latest-Energy-News/World-News/Japans-Power-Mix-Shifts-Away-From-Fossil-Fuels.html
2025-08-26 11:30,PetroChina Proposes to Buy Gas Storage Firms for 40 Billion Yuan,,Biztoc.com,biztoc.com,1,https://biztoc.com/x/8a796e1b6ed2668c
2025-08-26 11:04,Baker Hughes awarded long-term service agreement by bp for Tangguh LNG,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",Thefly.com,thefly.com,1,https://thefly.com/permalinks/entry.php/id4188452/BKR;BP-Baker-Hughes-awarded-longterm-service-agreement-by-bp-for-Tangguh-LNG
2025-08-26 11:00,"Baker Hughes Awarded Long-Term Service Agreement by bp for Tangguh LNG Operations, Supporting Indonesia's Energy Future","HOUSTON and LONDON, Aug. 26, 2025 (GLOBE NEWSWIRE) -- Baker Hughes (NASDAQ: BKR), an energy technology company, announced Tuesday a long-term service agreement award from bp for its Tangguh Liquefied Natural Gas (LNG) plant in Papua Barat, Indonesia. This com…",GlobeNewswire,www.globenewswire.com,2,https://www.globenewswire.com/news-release/2025/08/26/3139114/0/en/Baker-Hughes-Awarded-Long-Term-Service-Agreement-by-bp-for-Tangguh-LNG-Operations-Supporting-Indonesia-s-Energy-Future.html
2025-08-26 08:16,Russell Investments Group Ltd. Has $2.36 Million Position in Golar LNG Limited $GLNG,"Russell Investments Group Ltd. grew its position in Golar LNG Limited (NASDAQ:GLNG – Free Report) by 4.1% in the 1st quarter, Holdings Channel.com reports. The institutional investor owned 61,990 shares of the shipping company’s stock after purchasing an addi…",ETF Daily News,www.etfdailynews.com,1,https://www.etfdailynews.com/2025/08/26/russell-investments-group-ltd-has-2-36-million-position-in-golar-lng-limited-glng/
2025-08-26 08:02,"LNG Terminals Market Global Forecast to 2030, by Technology, Function, Terminal Type, Capacity, and Region","The global LNG terminals market is poised to expand from USD 7.86 billion in 2025 to USD 13.15 billion by 2030, reflecting a CAGR of 10.9%. This growth is fueled by surging LNG trade, an increasing demand for clean energy, and stringent environmental regulati…",GlobeNewswire,www.globenewswire.com,3,https://www.globenewswire.com/news-release/2025/08/26/3139011/28124/en/LNG-Terminals-Market-Global-Forecast-to-2030-by-Technology-Function-Terminal-Type-Capacity-and-Region.html
2025-08-26 04:46,"China's LNG imports are set to rise for a 4th month, but it's not bullish",,Biztoc.com,biztoc.com,1,https://biztoc.com/x/d85633db71282d98
