Date,Title,Description,URL,Author
2024-07-12,AG&P LNG partners BK LNG to supply LNG to China; first cargo to Huaying terminal by end-Aug,"LNG infrastructure developer AG&P LNG has teamed up with BK LNG Solutions to supply LNG to China, starting with the delivery of their first spot cargo to the yet-to-be-launched 6 mtpa Huaying LNG terminal in China’s southern city of Chaozhou scheduled for the end of August.",https://terminal.kpler.com/insight/news/ag-and-p-lng-partners-bk-lng-to-supply-lng-to-china-first-cargo-to-huaying-terminal-by-end-aug,CK
