Date,Title,Description,URL,Author
2025-04-14,EU Parliament proposes a reduction of winter gas storage target to 83%,The EU Parliament has proposed a reduction in the EU gas storage target until Nov. 1 to 83% from 90% and to introduce more flexibility to the target.,https://terminal.kpler.com/insight/news/eu-parliament-proposes-a-reduction-of-winter-gas-storage-target-to-83,JS
2025-04-14,"Eni, YPF sign MoU to explore Eni’s participation in Argentina LNG",Italy’s Eni and Argentina’s YPF  have signed a memorandum of understanding (MoU) to evaluate Eni's participation in one of the phases of the proposed Argentina LNG export project.,https://terminal.kpler.com/insight/news/eni-ypf-sign-mo-u-to-explore-eni-s-participation-in-argentina-lng,JS
2025-04-14,"TotalEnergies to offtake 1.5 mtpa from Train 4 of Rio Grande LNG, readies for FID",France’s TotalEnergies has inked a sales and purchase agreement with NextDecade to offtake 1.5 mtpa of LNG for 20 years from its proposed 27 mtpa Rio Grande LNG export plant’s fourth train.,https://terminal.kpler.com/insight/news/total-energies-to-offtake-1-5-mtpa-from-train-4-of-rio-grande-lng-readies-for-fid,JS
2025-04-14,Seapeak Bahrain seen performing an STS LNG transfer of its commissioning cargo,"The 174,000 m3 Seapeak Bahrain is seen performing a ship-to-ship transfer of LNG offshore Fujairah, ahead of its deployment as a floating storage unit (FSU) at Bahrain LNG.",https://terminal.kpler.com/insight/news/seapeak-bahrain-seen-performing-an-sts-lng-transfer-of-its-commissioning-cargo,JS
2025-04-14,India’s Gail renews US LNG supply and equity push amid temporary easing in US tariffs,"India’s state-run gas distributor Gail has issued a fresh call for long-term LNG supply from the US, along with an option to acquire an equity stake in the supplying project — signalling a continued push to increase its supplies of LNG while strengthening ties with the US.",https://terminal.kpler.com/insight/news/india-s-gail-renews-us-lng-supply-and-equity-push-amid-temporary-easing-in-us-tariffs,CK
2025-04-14,First GTA FLNG export looks imminent as British Sponsor returns for further loading,"BP’s delayed 2.5 mtpa Greater Tortue Ahmeyim floating LNG project appears set to export its first cargo, with the British Sponsor LNG tanker now berthed alongside the GTA FLNG vessel Gimi for what looks to be a third ship-to-ship transfer of LNG, according to Kpler data.",https://terminal.kpler.com/insight/news/first-gta-flng-export-looks-imminent-as-british-sponsor-returns-for-further-loading,CK
