Date,Title,Description,URL,Author
2025-02-16,Commonwealth LNG gets conditional non-FTA export approval; eyes FID in September,"The US Department of Energy has granted a conditional non-free trade agreement export authorization to the Kimmeridge Energy-backed Commonwealth LNG project in Cameron Parish, Louisiana, marking the first such approval since the Trump administration ended the Biden-Harris pause on LNG export permits.",https://terminal.kpler.com/insight/news/commonwealth-lng-gets-conditional-non-fta-export-approval-eyes-fid-in-september,CK
