Date,Title,Description,Source,Domain,Keyword Matches,URL
2025-09-03 22:18,EQT to buy LNG from NextDecade's Rio Grande Train 5 project for 20 years,,Biztoc.com,biztoc.com,1,https://biztoc.com/x/1ec22c61e1977d42
2025-09-03 20:59,Gov signals new gas supply support,"Gov. Maura Healey signaled support for Eversource’s proposal to lock in more natural gas for Massachusetts, offering an indication she sees the fossil fuel as an important part of the state’s energy mix even as her administration presses forward with longer-t…",Biztoc.com,biztoc.com,1,https://biztoc.com/x/e697f063635a00ce
2025-09-03 20:37,EQT Corporation Ssgns 20-year deal with NextDecade for 1.5 MTPA of LNG,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",Thefly.com,thefly.com,1,https://thefly.com/permalinks/entry.php/id4192618/EQT;NEXT-EQT-Corporation-Ssgns-year-deal-with-NextDecade-for--MTPA-of-LNG
2025-09-03 20:33,NextDecade announces 1.5 MTPA LNG sale and purchase agreement with EQT,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",Thefly.com,thefly.com,1,https://thefly.com/permalinks/entry.php/id4192608/NEXT;EQT-NextDecade-announces--MTPA-LNG-sale-and-purchase-agreement-with-EQT
2025-09-03 19:30,U.S. Natural Gas Extends Gains Ahead of Storage Data,"U.S. natural gas futures rose for a sixth consecutive session, with production lower and LNG feedgas flows holding up.",Biztoc.com,biztoc.com,1,https://biztoc.com/x/a2ce21e99b859c28
2025-09-03 19:19,Nat-Gas Prices Climb on Forecasts for Hotter US Weather,,Biztoc.com,biztoc.com,1,https://biztoc.com/x/2f29ea6190306ef6
2025-09-03 19:11,Russia-China gas deal to ‘turn the LNG market on its head’ – analysts,"Moscow could double deliveries to its Asian neighbor by the 2030s, shutting out US exports, Bloomberg has warned Read Full Article at RT.com",RT,www.rt.com,2,https://www.rt.com/business/624045-gazprom-china-lng-market/
2025-09-03 17:58,Ksi Lisims LNG project in northwest B.C. survives judicial challenge,A group of hereditary chiefs in northwest B.C. has failed in a legal bid to challenge the proposed Ksi Lisims LNG terminal project just north of Prince Rupert.,CBC News,www.cbc.ca,1,https://www.cbc.ca/news/canada/british-columbia/hereditary-chiefs-fail-in-ksi-lisims-lng-court-challenge-1.7624098
2025-09-03 17:15,Italian court adjourns extradition hearing of Nord Stream suspect to September 9,"ROME (Reuters) -An Italian appeals court on Wednesday reviewed the case for extraditing a Ukrainian man suspected by Germany of coordinating attacks on three Nord Stream gas pipelines in the Baltic Sea in 2022, but adjourned the case to September 9, his lawye…",The Star Online,www.thestar.com.my,1,https://www.thestar.com.my/news/world/2025/09/04/italian-court-adjourns-extradition-hearing-of-nord-stream-suspect-to-september-9
2025-09-03 12:34,Certarus Awarded CNG Supply Agreement with Major Hyperscale Data Center Operator,"Rapid deployment highlights Certarus’ unique capabilities and expertise to mobilize energy supply solutions at scale for on-site power generation HOUSTON — Certarus, the market-leading provider of lower‑carbon1 mobile energy solutions across North America, to…",Financial Post,financialpost.com,1,https://financialpost.com/pmn/business-wire-news-releases-pmn/certarus-awarded-cng-supply-agreement-with-major-hyperscale-data-center-operator
