Date,Title,Description,URL,Author
2024-04-26,LNG ships idle outside Freeport following a trip at Train 3; all trains likely offline,"A few LNG ships that were scheduled to call at the 15 mtpa Freeport LNG terminal in Texas today are idling outside the terminal waiting to load, following a trip that has kept the plant’s third train offline and led it to join Freeport’s two other trains that are shut for inspection.",https://terminal.kpler.com/insight/news/lng-ships-idle-outside-freeport-following-a-trip-at-train-3-all-trains-likely-offline,CK
