hora,posicio,trend,volum
00:01,1,jungkook,2.220.000
00:01,2,Bitcoin,599.000
00:01,3,King,497.000
00:01,4,GM GM,463.000
00:01,5,HappyBirthdayJungkook,404.000
00:01,6,UCLdraw,395.000
00:01,7,Gabon,371.000
00:01,8,Gabón,366.000
00:01,9,Taylor,362.000
00:01,10,HAPPYJKDAY,353.000
00:31,1,jungkook,2.240.000
00:31,2,Bitcoin,619.000
00:31,3,King,497.000
00:31,4,GM GM,463.000
00:31,5,HappyBirthdayJungkook,411.000
00:31,6,UCLdraw,396.000
00:31,7,Gabon,371.000
00:31,8,Taylor,370.000
00:31,9,HAPPYJKDAY,357.000
00:31,10,Gabón,350.000
01:01,1,jungkook,2.300.000
01:01,2,Bitcoin,642.000
01:01,3,King,497.000
01:01,4,GM GM,463.000
01:01,5,محمد,438.000
01:01,6,HappyBirthdayJungkook,418.000
01:01,7,UCLdraw,400.000
01:01,8,Taylor,378.000
01:01,9,HAPPYJKDAY,361.000
01:01,10,Gabon,354.000
01:31,1,jungkook,2.320.000
01:31,2,Bitcoin,642.000
01:31,3,King,497.000
01:31,4,GM GM,463.000
01:31,5,محمد,438.000
01:31,6,HappyBirthdayJungkook,427.000
01:31,7,UCLdraw,400.000
01:31,8,Taylor,378.000
01:31,9,HAPPYJKDAY,366.000
01:31,10,Gabon,354.000
02:01,1,jungkook,2.360.000
02:01,2,Bitcoin,642.000
02:01,3,King,488.000
02:01,4,GM GM,462.000
02:01,5,محمد,445.000
02:01,6,HappyBirthdayJungkook,434.000
02:01,7,UCLdraw,405.000
02:01,8,Taylor,381.000
02:01,9,HAPPYJKDAY,372.000
02:01,10,WinkwhitexCharlotteAustin,348.000
02:31,1,jungkook,2.400.000
02:31,2,Bitcoin,648.000
02:31,3,GM GM,462.000
02:31,4,محمد,445.000
02:31,5,HappyBirthdayJungkook,442.000
02:31,6,UCLdraw,406.000
02:31,7,Taylor,381.000
02:31,8,HAPPYJKDAY,377.000
02:31,9,WinkwhitexCharlotteAustin,351.000
02:31,10,Gabon,341.000
03:01,1,jungkook,2.480.000
03:01,2,Bitcoin,684.000
03:01,3,GM GM,462.000
03:01,4,HappyBirthdayJungkook,449.000
03:01,5,محمد,445.000
03:01,6,UCLdraw,408.000
03:01,7,HAPPYJKDAY,381.000
03:01,8,Taylor,375.000
03:01,9,WinkwhitexCharlotteAustin,354.000
03:01,10,Ukraine,352.000
03:31,1,jungkook,2.480.000
03:31,2,Bitcoin,684.000
03:31,3,GM GM,457.000
03:31,4,HappyBirthdayJungkook,455.000
03:31,5,محمد,445.000
03:31,6,UCLdraw,409.000
03:31,7,HAPPYJKDAY,386.000
03:31,8,Taylor,379.000
03:31,9,WinkwhitexCharlotteAustin,357.000
03:31,10,Ukraine,352.000
04:01,1,jungkook,2.540.000
04:01,2,Bitcoin,684.000
04:01,3,HappyBirthdayJungkook,463.000
04:01,4,GM GM,460.000
04:01,5,محمد,450.000
04:01,6,UCLdraw,410.000
04:01,7,HAPPYJKDAY,390.000
04:01,8,Taylor,379.000
04:01,9,WinkwhitexCharlotteAustin,360.000
04:01,10,Ukraine,352.000
04:31,1,jungkook,2.540.000
04:31,2,Trump,1.220.000
04:31,3,Bitcoin,684.000
04:31,4,HappyBirthdayJungkook,470.000
04:31,5,GM GM,460.000
04:31,6,محمد,450.000
04:31,7,UCLdraw,411.000
04:31,8,HAPPYJKDAY,393.000
04:31,9,Taylor,382.000
04:31,10,WinkwhitexCharlotteAustin,360.000
05:01,1,jungkook,2.540.000
05:01,2,Trump,1.220.000
05:01,3,Bitcoin,686.000
05:01,4,HappyBirthdayJungkook,477.000
05:01,5,King,471.000
05:01,6,GM GM,460.000
05:01,7,محمد,456.000
05:01,8,UCLdraw,413.000
05:01,9,HAPPYJKDAY,397.000
05:01,10,Taylor,389.000
05:31,1,jungkook,2.680.000
05:31,2,Trump,1.220.000
05:31,3,Bitcoin,686.000
05:31,4,HappyBirthdayJungkook,486.000
05:31,5,King,471.000
05:31,6,GM GM,460.000
05:31,7,محمد,456.000
05:31,8,UCLdraw,413.000
05:31,9,HAPPYJKDAY,401.000
05:31,10,Taylor,389.000
06:01,1,jungkook,2.780.000
06:01,2,Trump,1.200.000
06:01,3,Bitcoin,686.000
06:01,4,HappyBirthdayJungkook,493.000
06:01,5,America,484.000
06:01,6,King,471.000
06:01,7,محمد,460.000
06:01,8,GM GM,452.000
06:01,9,UCLdraw,414.000
06:01,10,HAPPYJKDAY,404.000
06:31,1,jungkook,2.800.000
06:31,2,Trump,1.200.000
06:31,3,Bitcoin,686.000
06:31,4,HappyBirthdayJungkook,498.000
06:31,5,America,484.000
06:31,6,King,471.000
06:31,7,محمد,460.000
06:31,8,GM GM,452.000
06:31,9,UCLdraw,414.000
06:31,10,HAPPYJKDAY,404.000
07:01,1,jungkook,2.820.000
07:01,2,Trump,1.200.000
07:01,3,Bitcoin,689.000
07:01,4,HappyBirthdayJungkook,505.000
07:01,5,America,484.000
07:01,6,محمد,460.000
07:01,7,GM GM,456.000
07:01,8,UCLdraw,414.000
07:01,9,HAPPYJKDAY,410.000
07:01,10,Taylor,394.000
07:31,1,jungkook,2.860.000
07:31,2,Trump,1.200.000
07:31,3,Bitcoin,689.000
07:31,4,HappyBirthdayJungkook,510.000
07:31,5,America,484.000
07:31,6,محمد,460.000
07:31,7,GM GM,456.000
07:31,8,UCLdraw,414.000
07:31,9,HAPPYJKDAY,410.000
07:31,10,Taylor,394.000
08:01,1,jungkook,2.900.000
08:01,2,Trump,1.120.000
08:01,3,Bitcoin,689.000
08:01,4,HappyBirthdayJungkook,515.000
08:01,5,America,482.000
08:01,6,محمد,453.000
08:01,7,GM GM,446.000
08:01,8,HAPPYJKDAY,416.000
08:01,9,UCLdraw,414.000
08:01,10,80thVenicexZeeNuNew,396.000
08:31,1,jungkook,2.920.000
08:31,2,Bitcoin,689.000
08:31,3,HappyBirthdayJungkook,519.000
08:31,4,America,482.000
08:31,5,محمد,453.000
08:31,6,GM GM,446.000
08:31,7,HAPPYJKDAY,418.000
08:31,8,UCLdraw,414.000
08:31,9,80thVenicexZeeNuNew,396.000
08:31,10,Taylor,394.000
09:01,1,jungkook,2.960.000
09:01,2,Bitcoin,689.000
09:01,3,HappyBirthdayJungkook,524.000
09:01,4,America,477.000
09:01,5,محمد,458.000
09:01,6,GM GM,446.000
09:01,7,HAPPYJKDAY,421.000
09:01,8,UCLdraw,413.000
09:01,9,80thVenicexZeeNuNew,402.000
09:01,10,Taylor,393.000
09:31,1,jungkook,2.960.000
09:31,2,Bitcoin,689.000
09:31,3,HappyBirthdayJungkook,527.000
09:31,4,محمد,458.000
09:31,5,GM GM,437.000
09:31,6,HAPPYJKDAY,422.000
09:31,7,UCLdraw,413.000
09:31,8,80thVenicexZeeNuNew,406.000
09:31,9,Taylor,394.000
09:31,10,WinkwhitexCharlotteAustin,385.000
