hora,posicio,trend,volum
00:10,1,Liverpool,637.325
00:10,2,MUNLIV,302.417
00:10,3,Martinez,225.892
00:10,4,Milner,69.932
00:10,5,MUFC,427.713
00:10,6,Rashford,89.806
00:10,7,Klopp,86.196
00:10,8,Maguire,129.066
00:10,9,Sancho,160.088
00:10,10,Trent,48.201
00:40,1,Liverpool,653.715
00:40,2,MUNLIV,312.026
00:40,3,Martinez,239.298
00:40,4,Milner,72.210
00:40,5,MUFC,445.081
00:40,6,Klopp,91.676
00:40,7,Rashford,92.752
00:40,8,Maguire,134.348
00:40,9,Charlie,132.843
00:40,10,Sancho,165.046
01:10,1,Liverpool,666.059
01:10,2,MUNLIV,318.178
01:10,3,Martinez,245.034
01:10,4,Milner,73.869
01:10,5,MUFC,451.997
01:10,6,Klopp,94.425
01:10,7,Rashford,94.513
01:10,8,Maguire,137.589
01:10,9,Charlie,140.015
01:10,10,MANLIV,13.251
01:40,1,Bonner,58.897
01:40,2,Liverpool,676.633
01:40,3,JornalNacional,
01:40,4,MUNLIV,322.844
01:40,5,BolsonaroNoJN,43.783
01:40,6,Martinez,251.410
01:40,7,Milner,74.782
01:40,8,Klopp,96.846
01:40,9,MUFC,460.711
01:40,10,Charlie,148.752
02:10,1,Bonner,219.569
02:10,2,JornalNacional,47.481
02:10,3,ForaBolsonaro,42.833
02:10,4,BolsonaroNoJN,82.992
02:10,5,Bozo,40.147
02:10,6,GloboLixo,53.830
02:10,7,宮舘ラヴィットで黒髪に,15.395
02:10,8,Liverpool,682.992
02:10,9,O Bolsonaro,253.152
02:10,10,Amazônia,11.801
02:40,1,Bonner,382.856
02:40,2,GloboLixo,143.934
02:40,3,JornalNacional,72.132
02:40,4,ForaBolsonaro,64.720
02:40,5,BolsonaroNoJN,116.094
02:40,6,Bozo,53.627
02:40,7,宮舘ラヴィットで黒髪に,21.226
02:40,8,Liverpool,689.310
02:40,9,O Bolsonaro,373.823
02:40,10,Amazônia,17.494
03:10,1,Bonner,478.149
03:10,2,GloboLixo,209.476
03:10,3,JornalNacional,82.447
03:10,4,ForaBolsonaro,70.754
03:10,5,Bozo,59.565
03:10,6,BolsonaroNoJN,133.933
03:10,7,WWERaw,32.190
03:10,8,O Bolsonaro,436.485
03:10,9,Amazônia,20.021
03:10,10,Cristina,337.554
03:40,1,Bonner,545.412
03:40,2,GloboLixo,267.243
03:40,3,ForaBolsonaro,76.154
03:40,4,JornalNacional,88.332
03:40,5,Bozo,63.870
03:40,6,BolsonaroNoJN,145.086
03:40,7,WWERaw,41.222
03:40,8,Cristina,354.254
03:40,9,O Bolsonaro,488.267
03:40,10,Amazônia,21.611
04:10,1,Bonner,591.791
04:10,2,GloboLixo,310.161
04:10,3,ForaBolsonaro,79.498
04:10,4,Bozo,66.571
04:10,5,JornalNacional,92.399
04:10,6,WWERaw,49.514
04:10,7,BolsonaroNoJN,152.059
04:10,8,Cristina,363.492
04:10,9,O Bolsonaro,522.858
04:10,10,Charlie,177.416
04:40,1,Bonner,624.243
04:40,2,GloboLixo,347.915
04:40,3,WWERaw,82.252
04:40,4,ForaBolsonaro,81.844
04:40,5,Bozo,68.910
04:40,6,JornalNacional,95.150
04:40,7,TheBachelorette,21.990
04:40,8,Gargano,18.122
04:40,9,Johnny Wrestling,
04:40,10,Cristina,380.054
05:10,1,Bonner,647.303
05:10,2,GloboLixo,371.480
05:10,3,WWERaw,99.835
05:10,4,ForaBolsonaro,83.305
05:10,5,Bozo,68.693
05:10,6,JornalNacional,97.006
05:10,7,Gargano,22.519
05:10,8,TheBachelorette,22.546
05:10,9,Johnny Wrestling,
05:10,10,Cristina,387.662
05:40,1,Bonner,663.543
05:40,2,GloboLixo,388.759
05:40,3,WWERaw,107.124
05:40,4,Bozo,70.231
05:40,5,ForaBolsonaro,84.752
05:40,6,Gargano,24.834
05:40,7,JornalNacional,98.497
05:40,8,TheBachelorette,23.016
05:40,9,Cristina,398.371
05:40,10,Johnny Wrestling,
06:10,1,Bonner,668.017
06:10,2,GloboLixo,401.862
06:10,3,WWERaw,110.921
06:10,4,Bozo,70.907
06:10,5,ForaBolsonaro,85.545
06:10,6,Gargano,26.008
06:10,7,TheBachelorette,23.577
06:10,8,JornalNacional,99.456
06:10,9,Livinho,
06:10,10,Cristina,403.472
06:40,1,Bonner,675.540
06:40,2,GloboLixo,409.638
06:40,3,WWERaw,114.121
06:40,4,Bozo,71.680
06:40,5,Gargano,26.940
06:40,6,TheBachelorette,24.081
06:40,7,ForaBolsonaro,86.232
06:40,8,早く食べたいタル鶏天,13.167
06:40,9,Livinho,
06:40,10,Johnny Wrestling,
07:10,1,Bonner,680.213
07:10,2,GloboLixo,414.088
07:10,3,WWERaw,116.191
07:10,4,ÇokUcuzFiyata TTHizmeti,
07:10,5,クソデカアップデート,
07:10,6,Gargano,27.661
07:10,7,TheBachelorette,24.628
07:10,8,Bozo,71.979
07:10,9,早く食べたいタル鶏天,13.843
07:10,10,MIN YOONGI,16.652
07:40,1,Bonner,683.676
07:40,2,GloboLixo,417.504
07:40,3,WWERaw,118.216
07:40,4,ÇokUcuzFiyata TTHizmeti,
07:40,5,クソデカアップデート,
07:40,6,salı,
07:40,7,早く食べたいタル鶏天,14.446
07:40,8,MIN YOONGI,18.622
07:40,9,Gargano,28.328
07:40,10,NISA,20.149
08:10,1,Bonner,686.442
08:10,2,WWERaw,120.019
08:10,3,GloboLixo,419.951
08:10,4,ÇokUcuzFiyata TTHizmeti,
08:10,5,クソデカアップデート,
08:10,6,SonaliPhogat,
08:10,7,salı,
08:10,8,Diusut Sampai Tuntas,
08:10,9,NISA,20.358
08:10,10,MIN YOONGI,19.564
08:40,1,WWERaw,121.516
08:40,2,SonaliPhogat,
08:40,3,GloboLixo,421.840
08:40,4,Bonner,688.896
08:40,5,クソデカアップデート,
08:40,6,ÇokUcuzFiyata TTHizmeti,
08:40,7,salı,
08:40,8,ディバインガイ,
08:40,9,NISA,21.205
08:40,10,ディスガイア7,
09:10,1,SonaliPhogat,
09:10,2,JGUCornellGlobalHub,
09:10,3,MyCasarte,15.808
09:10,4,Bonner,690.915
09:10,5,salı,
09:10,6,クソデカアップデート,
09:10,7,CASARTE X GULF,15.659
09:10,8,ÇokUcuzFiyata TTHizmeti,
09:10,9,ディスガイア7,
09:10,10,ディバインガイ,
09:40,1,日没コールド,
09:40,2,MyCasarte,49.178
09:40,3,CASARTE X GULF,47.943
09:40,4,SonaliPhogat,
09:40,5,BharatJodoYatra,41.433
09:40,6,salı,
09:40,7,クソデカアップデート,
09:40,8,Bonner,693.193
09:40,9,ディスガイア7,
09:40,10,ディバインガイ,
10:10,1,日没コールド,
10:10,2,MyCasarte,73.394
10:10,3,BharatJodoYatra,59.813
10:10,4,CASARTE X GULF,69.691
10:10,5,SonaliPhogat,
10:10,6,salı,
10:10,7,クソデカアップデート,
10:10,8,ディスガイア7,
10:10,9,Bonner,695.559
10:10,10,ディバインガイ,
10:40,1,日没コールド,
10:40,2,BharatJodoYatra,74.950
10:40,3,MyCasarte,92.369
10:40,4,CASARTE X GULF,86.609
10:40,5,SonaliPhogat,10.186
10:40,6,大人のねるねるねるね,
10:40,7,JGUCornellGlobalHub,
10:40,8,ディスガイア7,
10:40,9,クソデカアップデート,
10:40,10,Bonner,699.063
11:10,1,Dapetin Manfaat Asiknya,
11:10,2,KunciCoin Sudah BAPPEBTI,
11:10,3,日没コールド,
11:10,4,nomin,34.184
11:10,5,EkspedisiBatanghari,
11:10,6,BharatJodoYatra,86.861
11:10,7,大人のねるねるねるね,14.454
11:10,8,MyCasarte,110.431
11:10,9,CokeMemuAagamu,
11:10,10,Najib,93.840
11:40,1,KunciCoin Sudah BAPPEBTI,
11:40,2,Dapetin Manfaat Asiknya,
11:40,3,RockingChair_JAYB,22.999
11:40,4,nomin,52.852
11:40,5,日没コールド,10.690
11:40,6,スイパラ,17.236
11:40,7,BharatJodoYatra,98.551
11:40,8,大人のねるねるねるね,18.513
11:40,9,EkspedisiBatanghari,
11:40,10,debat,
12:10,1,スイパラ,26.064
12:10,2,KunciCoin Sudah BAPPEBTI,
12:10,3,Dapetin Manfaat Asiknya,
12:10,4,RockingChair_JAYB,31.766
12:10,5,nomin,64.866
12:10,6,日没コールド,11.364
12:10,7,debat,
12:10,8,ティタ武器,
12:10,9,BharatJodoYatra,108.799
12:10,10,大人のねるねるねるね,22.381
12:40,1,スイパラ,31.866
12:40,2,家事ヤロウ,14.510
12:40,3,RockingChair_JAYB,38.155
12:40,4,KunciCoin Sudah BAPPEBTI,
12:40,5,Dapetin Manfaat Asiknya,
12:40,6,debat,
12:40,7,ティタ武器,
12:40,8,아이브_애프터짤파티,
12:40,9,nomin,77.334
12:40,10,日没コールド,11.868
13:10,1,아이브_애프터짤파티,37.824
13:10,2,スイパラ,36.117
13:10,3,家事ヤロウ,21.729
13:10,4,EmelAkkoca Evleniyor,
13:10,5,RockingChair_JAYB,43.859
13:10,6,debat,
13:10,7,ティタ武器,
