Date,Title,Description,URL,Author
2023-06-29,Next Decade secures funding for Rio Grande LNG; targets FID in early July,"US project developer NextDecade has secured sufficient funding to support a positive final investment decision on the first phase of its proposed 27 mtpa Rio Grande LNG project in Brownsville, Texas, which it now expects to sanction in early July instead of the end of June.",https://terminal.kpler.com/insight/news/next-decade-secures-funding-for-rio-grande-lng-targets-fid-in-early-july,CK
