Date,Title,Description,URL,Author
2023-06-06,"Japan’s LNG imports fall to a record low in May, continuing a declining trend","Japan’s imports of LNG fell to their lowest levels in May, continuing their month-on-month downward trend since February due to soft demand and ample stocks.",https://terminal.kpler.com/insight/news/japan-s-lng-imports-fall-to-a-record-low-in-may-continuing-a-declining-trend,CK
2023-06-06,Snohvit LNG to remain offline until June 7; restart brought forward by one day,"The 4.2 mtpa Snohvit LNG plant on Melkoya Island near Hammerfest in Norway is expected to stay offline until June 7, ending its shutdown a day earlier following a revision of its restart timeline by operator Norway’s state-backed energy firm Equinor.",https://terminal.kpler.com/insight/news/snohvit-lng-to-remain-offline-until-june-7-restart-brought-forward-by-one-day,CK
2023-06-06,Enagas offers binding LNG import capacity at El Musel; second phase of open season begins,Spain’s gas transmission operator Enagas is offering binding import capacity at its 5.1 mtpa El Musel LNG receiving terminal in Gijon as part of the second phase of its open season to enhance Europe’s energy supply security. The firm intends to allocate the offered capacity for logistics services on a long-term basis when the open season ends on June 30.,https://terminal.kpler.com/insight/news/enagas-offers-binding-lng-import-capacity-at-el-musel-part-of-its-open-season-second-phase,CK
