Date,Title,Description,URL,Author
2022-06-09,Freeport LNG plant forced to shut due to fire; force majeure declared on liquefaction,The 15 mtpa Freeport LNG plant on Quintana Island in Texas has halted operations following an explosion due to a fire earlier today that has led it to declare force majeure (FM) on liquefaction at the plant.,https://terminal.kpler.com/insight/news/freeport-lng-plant-forced-to-shut-due-to-fire-force-majeure-declared-on-liquefaction,CK
