hora,posicio,trend,volum
00:01,1,LOLFanFest2024D2,2.780.000
00:01,2,GrandConcertENGLOTinMiami,1.319.999
00:01,3,WALK IN SKECHERS WITH APO,969.000
00:01,4,Arsenal,944.000
00:01,5,Fenerbahçe,718.000
00:01,6,LINGORM CELEBRATE WITH YOU,686.000
00:01,7,OUR TREASURE GEMINI FOURTH,680.000
00:01,8,Irán,650.000
00:01,9,Iran,649.000
00:01,10,Milei,627.000
00:31,1,LOLFanFest2024D2,2.820.000
00:31,2,GrandConcertENGLOTinMiami,1.319.999
00:31,3,WALK IN SKECHERS WITH APO,969.000
00:31,4,Arsenal,948.000
00:31,5,Presidente,814.000
00:31,6,Fenerbahçe,733.000
00:31,7,LINGORM CELEBRATE WITH YOU,689.000
00:31,8,OUR TREASURE GEMINI FOURTH,683.000
00:31,9,Iran,676.000
00:31,10,Irán,672.000
01:01,1,LOLFanFest2024D2,2.840.000
01:01,2,GrandConcertENGLOTinMiami,1.319.999
01:01,3,WALK IN SKECHERS WITH APO,969.000
01:01,4,Arsenal,958.000
01:01,5,Presidente,850.000
01:01,6,Fenerbahçe,749.000
01:01,7,Iran,703.000
01:01,8,Irán,701.000
01:01,9,LINGORM CELEBRATE WITH YOU,693.000
01:01,10,OUR TREASURE GEMINI FOURTH,687.000
01:31,1,LOLFanFest2024D2,2.880.000
01:31,2,GrandConcertENGLOTinMiami,1.319.999
01:31,3,Arsenal,962.000
01:31,4,Presidente,857.000
01:31,5,WALK IN SKECHERS WITH APO,854.000
01:31,6,Fenerbahçe,757.000
01:31,7,Iran,722.000
01:31,8,Irán,701.000
01:31,9,LINGORM CELEBRATE WITH YOU,698.000
01:31,10,OUR TREASURE GEMINI FOURTH,692.000
02:01,1,LOLFanFest2024D2,2.940.000
02:01,2,GrandConcertENGLOTinMiami,1.339.999
02:01,3,Arsenal,969.000
02:01,4,Presidente,857.000
02:01,5,WALK IN SKECHERS WITH APO,854.000
02:01,6,Fenerbahçe,762.000
02:01,7,Irán,744.000
02:01,8,Iran,743.000
02:01,9,LINGORM CELEBRATE WITH YOU,706.000
02:01,10,OUR TREASURE GEMINI FOURTH,699.000
02:31,1,LOLFanFest2024D2,2.980.000
02:31,2,GrandConcertENGLOTinMiami,1.339.999
02:31,3,Arsenal,971.000
02:31,4,Presidente,857.000
02:31,5,WALK IN SKECHERS WITH APO,854.000
02:31,6,Fenerbahçe,762.000
02:31,7,Iran,761.000
02:31,8,Irán,760.000
02:31,9,LINGORM CELEBRATE WITH YOU,713.000
02:31,10,Milei,705.000
03:01,1,LOLFanFest2024D2,2.980.000
03:01,2,GrandConcertENGLOTinMiami,1.339.999
03:01,3,Arsenal,977.000
03:01,4,Presidente,857.000
03:01,5,Irán,780.000
03:01,6,Iran,779.000
03:01,7,Fenerbahçe,768.000
03:01,8,LINGORM CELEBRATE WITH YOU,724.000
03:01,9,Milei,723.000
03:01,10,OUR TREASURE GEMINI FOURTH,699.000
03:31,1,LOLFanFest2024D2,2.980.000
03:31,2,GrandConcertENGLOTinMiami,1.339.999
03:31,3,Arsenal,978.000
03:31,4,Iran,797.000
03:31,5,Irán,796.000
03:31,6,Fenerbahçe,770.000
03:31,7,LINGORM CELEBRATE WITH YOU,734.000
03:31,8,Milei,731.000
03:31,9,España,635.000
03:31,10,dek67,619.000
04:01,1,LOLFanFest2024D2,2.980.000
04:01,2,GrandConcertENGLOTinMiami,1.339.999
04:01,3,Arsenal,984.000
04:01,4,Iran,815.000
04:01,5,Irán,796.000
04:01,6,Fenerbahçe,771.000
04:01,7,LINGORM CELEBRATE WITH YOU,746.000
04:01,8,Milei,731.000
04:01,9,dek67,681.000
04:01,10,España,647.000
04:31,1,LOLFanFest2024D2,2.120.000
04:31,2,Arsenal,985.000
04:31,3,Iran,831.000
04:31,4,Irán,829.000
04:31,5,Fenerbahçe,771.000
04:31,6,LINGORM CELEBRATE WITH YOU,768.000
04:31,7,Milei,753.000
04:31,8,dek67,751.000
04:31,9,España,651.000
04:31,10,Raisi,613.000
05:01,1,LOLFanFest2024D2,2.160.000
05:01,2,Arsenal,991.000
05:01,3,Iran,853.000
05:01,4,dek67,832.000
05:01,5,Irán,823.000
05:01,6,LINGORM CELEBRATE WITH YOU,790.000
05:01,7,Fenerbahçe,771.000
05:01,8,Milei,765.000
05:01,9,España,651.000
05:01,10,Raisi,633.000
05:31,1,LOLFanFest2024D2,2.200.000
05:31,2,GrandConcertENGLOTinMiami,1.140.000
05:31,3,Arsenal,991.000
05:31,4,dek67,903.000
05:31,5,Iran,901.000
05:31,6,Irán,875.000
05:31,7,LINGORM CELEBRATE WITH YOU,790.000
05:31,8,Milei,772.000
05:31,9,Raisi,666.000
05:31,10,España,663.000
06:01,1,LOLFanFest2024D2,2.240.000
06:01,2,GrandConcertENGLOTinMiami,1.140.000
06:01,3,Arsenal,998.000
06:01,4,dek67,963.000
06:01,5,Iran,945.000
06:01,6,Irán,944.000
06:01,7,LINGORM CELEBRATE WITH YOU,804.000
06:01,8,Milei,772.000
06:01,9,Raisi,700.000
06:01,10,España,663.000
06:31,1,LOLFanFest2024D2,2.240.000
06:31,2,GrandConcertENGLOTinMiami,1.140.000
06:31,3,dek67,1.080.000
06:31,4,Arsenal,999.000
06:31,5,Iran,985.000
06:31,6,Irán,962.000
06:31,7,LINGORM CELEBRATE WITH YOU,862.000
06:31,8,Milei,787.000
06:31,9,Raisi,732.000
06:31,10,España,672.000
07:01,1,LOLFanFest2024D2,2.300.000
07:01,2,dek67,1.400.000
07:01,3,Irán,1.040.000
07:01,4,Arsenal,999.000
07:01,5,Iran,985.000
07:01,6,GrandConcertENGLOTinMiami,959.000
07:01,7,LINGORM CELEBRATE WITH YOU,931.000
07:01,8,Milei,795.000
07:01,9,Raisi,776.000
07:01,10,España,677.000
07:31,1,LOLFanFest2024D2,2.300.000
07:31,2,dek67,1.400.000
07:31,3,Iran,1.120.000
07:31,4,Irán,1.040.000
07:31,5,Arsenal,1.020.000
