Date,Title,Description,URL,Author
2023-02-25,"Venture Global, China Gas sign two 20-year LNG deals for Plaquemines, CP2 supply",US project developer Venture Global has signed two LNG contracts to supply China Gas with a total of 2 mtpa over 20 years from its planned 20 mtpa Plaquemines and proposed 20 mtpa CP2 LNG export projects in Louisiana.,https://terminal.kpler.com/insight/news/venture-global-china-gas-sign-two-20-year-lng-deals-for-plaquemines-cp-2-supply,CK
