Date,Title,Description,URL,Author
2023-06-08,Feed gas flows to Sabine Pass drop to two-year lows; limited impact seen on LNG exports,"Feed gas flows to the Cheniere-operated 30 mtpa Sabine Pass LNG plant in the US have fallen to a two-year low due to scheduled maintenance on a few trains and the Creole Trail gas pipeline, cutting LNG exports from the plant.",https://terminal.kpler.com/insight/news/feed-gas-flows-to-sabine-pass-drop-to-two-year-low-limited-impact-seen-on-lng-exports,CK
