Date,Title,Description,URL,Author
2022-05-10,ExxonMobil agrees to buy 2 mtpa of LNG from Venture Global’s CP2 and Plaquemines projects,US project developer Venture Global has signed two long-term sales agreements with ExxonMobil LNG Asia Pacific for a total of 2 mtpa of LNG from its Plaquemines and CP2 LNG project in Louisiana.,https://terminal.kpler.com/insight/news/exxon-mobil-agrees-to-buy-2-mtpa-of-lng-from-venture-global-s-cp-2-and-plaquemines-projects,CK
2022-05-10,China’s LNG imports edge lower in April; Australia and Qatar ship less,China’s LNG imports edged lower in April as elevated LNG prices and the impact of Covid restrictions particularly in eastern China weighed on demand and extended a decline in LNG receipts since February.,https://terminal.kpler.com/insight/news/china-s-lng-imports-edge-lower-in-april-australia-and-qatar-ship-less,CK
2022-05-10,"EGAS, ADNOC offer May-June LNG cargoes; Gail, Hokkaido Electric seek cargoes","Egypt’s state-owned EGAS is offering one cargo that will load on May 24-25 at its 5 mtpa Damietta LNG terminal through a tender closing tomorrow, while Abu Dhabi’s state-owned ADNOC LNG  has issued a tender closing on May 12 to sell a cargo loading on June 17-21 at its 5.8 mtpa LNG export facility on Das Island.",https://terminal.kpler.com/insight/news/egas-adnoc-offer-may-june-lng-cargoes-gail-hokkaido-electric-seek-cargoes,CK
