Date,Title,Description,URL,Author
2022-05-23,Indian buyers seek June LNG cargoes; Oman LNG offers one cargo loading in June,"India’s state-owned firms BPCL and Gail are seeking a total of three cargoes for delivery in June through two separate tenders closing tomorrow, while Oman LNG is offering a cargo that will load on June 14-16 at its 10.9 mtpa Qalhat LNG. Oman LNG’s tender closes on May 26.",https://terminal.kpler.com/insight/news/indian-buyers-seek-june-lng-cargoes-oman-lng-offers-one-cargo-loading-in-june,CK
2022-05-23,Snohvit LNG’s restart delayed further to later this week; three ships wait outside terminal,"Norway’s Equinor has pushed back the restart of its 4.2 mtpa Snohvit LNG plant yet again, with the firm now expecting the shuttered export facility to resume operations a few days later than planned on May 27.",https://terminal.kpler.com/insight/news/snohvit-lng-s-restart-delayed-further-to-later-this-week-three-ships-wait-outside-terminal,CK
