Date,Title,Description,URL,Author
2024-08-25,Everest Energy is likely spoofing its AIS; could be next to call at sanctioned Arctic LNG 2 project,"The 138,028 m3 Everest Energy LNG tanker cannot be located at its reported position in the Barents Sea, indicating that it is spoofing its AIS to call covertly at the sanctioned Novatek-operated 19.8 mtpa Arctic LNG 2 project on Russia’s Gydan Peninsula to load a cargo.",https://terminal.kpler.com/insight/news/everest-energy-is-likely-spoofing-its-ais-could-be-next-to-call-at-sanctioned-arctic-lng-2-project,CK
