hora,posicio,trend,volum
00:10,1,luisa,81.522
00:10,2,IzaNoMultishow,10.763
00:10,3,Punta Arenas,40.134
00:10,4,ANKvBJK,40.266
00:10,5,RockInRio,164.069
00:10,6,NXTWorldsCollide,38.222
00:10,7,Josef,40.617
00:10,8,Corinthians,81.575
00:10,9,headiesaward2022,14.360
00:10,10,Cruzeiro,42.987
00:40,1,luisa,86.406
00:40,2,IzaNoMultishow,20.030
00:40,3,RockInRio,180.339
00:40,4,Punta Arenas,45.543
00:40,5,Elecciones2022,40.830
00:40,6,ANKvBJK,41.353
00:40,7,NXTWorldsCollide,43.853
00:40,8,Josef,46.240
00:40,9,Corinthians,83.131
00:40,10,Emicida,
01:10,1,luisa,88.620
01:10,2,IzaNoMultishow,21.358
01:10,3,Elecciones2022,49.541
01:10,4,Emicida,12.149
01:10,5,RockInRio,187.658
01:10,6,Deyverson,
01:10,7,Punta Arenas,46.985
01:10,8,headiesaward2022,20.924
01:10,9,NXTWorldsCollide,45.612
01:10,10,Chile,472.401
01:40,1,Elecciones2022,66.400
01:40,2,Emicida,25.465
01:40,3,Chile,536.659
01:40,4,luisa,91.685
01:40,5,IzaNoMultishow,21.976
01:40,6,AEWAllOut,26.698
01:40,7,PlebiscitoConstitucional,62.826
01:40,8,Deyverson,10.929
01:40,9,headiesaward2022,24.260
01:40,10,Punta Arenas,48.123
02:10,1,Chile,605.702
02:10,2,DemiLovatoNoMultishow,19.310
02:10,3,Elecciones2022,78.631
02:10,4,AEWAllOut,37.550
02:10,5,headiesaward2022,29.995
02:10,6,luisa,93.269
02:10,7,PlebiscitoConstitucional,67.126
02:10,8,Deyverson,12.114
02:10,9,Boric,95.560
02:10,10,Brendan Fraser,33.825
02:40,1,Chile,702.526
02:40,2,Chile,702.526
02:40,3,DemiLovatoNoMultishow,41.568
02:40,4,AEWAllOut,53.122
02:40,5,Elecciones2022,87.213
02:40,6,RockInRio,246.923
02:40,7,headiesaward2022,34.776
02:40,8,Constitución,261.434
02:40,9,Boric,112.324
02:40,10,heart attack,39.802
03:10,1,Chile,752.019
03:10,2,Chile,752.019
03:10,3,DemiLovatoNoMultishow,60.184
03:10,4,AEWAllOut,71.063
03:10,5,Elecciones2022,93.173
03:10,6,headiesaward2022,41.631
03:10,7,Boric,129.297
03:10,8,Emicida,33.124
03:10,9,RHOA,16.507
03:10,10,Constitución,288.571
03:40,1,Chile,836.620
03:40,2,Chile,836.620
03:40,3,DemiLovatoNoMultishow,64.845
03:40,4,AEWAllOut,84.116
03:40,5,Gilberto Gil,
03:40,6,Elecciones2022,97.891
03:40,7,headiesaward2022,47.162
03:40,8,Boric,148.837
03:40,9,RHOA,19.948
03:40,10,Constitución,319.792
04:10,1,Chile,878.472
04:10,2,RockInRio,296.796
04:10,3,Gilberto Gil,14.049
04:10,4,AEWAllOut,97.880
04:10,5,Brian Kelly,11.665
04:10,6,headiesaward2022,53.613
04:10,7,Kyrgios,18.710
04:10,8,Elecciones2022,101.257
04:10,9,Boric,160.448
04:10,10,Pinochet,84.076
