hora,posicio,trend,volum
00:01,1,Amad,208.000
00:01,2,David Lynch,475.000
00:01,3,MUNSOU,51.000
00:01,4,Southampton,69.000
00:01,5,Antony,54.000
00:01,6,Celta,63.000
00:01,7,Zirkzee,35.000
00:01,8,MUFC,64.000
00:01,9,Twin Peaks,70.000
00:01,10,Manchester United,86.000
00:31,1,Amad,208.000
00:31,2,David Lynch,475.000
00:31,3,MUNSOU,51.000
00:31,4,Southampton,69.000
00:31,5,Antony,54.000
00:31,6,Celta,63.000
00:31,7,Zirkzee,35.000
00:31,8,MUFC,64.000
00:31,9,Twin Peaks,70.000
00:31,10,Manchester United,86.000
01:01,1,Amad,261.000
01:01,2,David Lynch,529.000
01:01,3,Endrick,60.000
01:01,4,Valverde,28.000
01:01,5,Celta,85.000
01:01,6,Southampton,74.000
01:01,7,MUNSOU,59.000
01:01,8,阪神淡路大震災,106.000
01:01,9,Antony,59.000
01:01,10,Zirkzee,45.000
01:31,1,Amad,261.000
01:31,2,David Lynch,529.000
01:31,3,Endrick,60.000
01:31,4,Valverde,28.000
01:31,5,Celta,85.000
01:31,6,Southampton,74.000
01:31,7,MUNSOU,59.000
01:31,8,阪神淡路大震災,106.000
01:31,9,Antony,59.000
01:31,10,Zirkzee,45.000
02:01,1,Amad,281.000
02:01,2,David Lynch,580.000
02:01,3,Pedro Raul,
02:01,4,Endrick,83.000
02:01,5,阪神淡路大震災,123.000
02:01,6,Valverde,36.000
02:01,7,Celta,95.000
02:01,8,Starship,125.000
02:01,9,Corinthians,74.000
02:01,10,Southampton,77.000
02:31,1,Amad,281.000
02:31,2,David Lynch,580.000
02:31,3,Pedro Raul,
02:31,4,Endrick,83.000
02:31,5,阪神淡路大震災,123.000
02:31,6,Valverde,36.000
02:31,7,Celta,95.000
02:31,8,Starship,125.000
02:31,9,Corinthians,74.000
02:31,10,Southampton,77.000
03:01,1,David Lynch,622.000
03:01,2,ブルアカふぇすすたーと,
03:01,3,Amad,292.000
03:01,4,Pedro Raul,19.000
03:01,5,阪神淡路大震災,136.000
03:01,6,Corinthians,102.000
03:01,7,Endrick,92.000
03:01,8,Starship,146.000
03:01,9,Valverde,40.000
03:01,10,Celta,99.000
03:31,1,David Lynch,622.000
03:31,2,ブルアカふぇすすたーと,
03:31,3,Amad,292.000
03:31,4,Pedro Raul,19.000
03:31,5,阪神淡路大震災,136.000
03:31,6,Corinthians,102.000
03:31,7,Endrick,92.000
03:31,8,Starship,146.000
03:31,9,Valverde,40.000
03:31,10,Celta,99.000
04:01,1,ブルアカふぇすすたーと,
04:01,2,رفع_اعلانك_تررند_ΘちΘ3Θ46347,
04:01,3,David Lynch,658.000
04:01,4,Cavs,15.000
04:01,5,ジークアクス,54.000
04:01,6,阪神淡路大震災,148.000
04:01,7,Pedro Raul,21.000
04:01,8,Amad,300.000
04:01,9,Corinthians,107.000
04:01,10,Endrick,98.000
04:31,1,ブルアカふぇすすたーと,
04:31,2,رفع_اعلانك_تررند_ΘちΘ3Θ46347,
04:31,3,David Lynch,658.000
04:31,4,Cavs,15.000
04:31,5,ジークアクス,54.000
04:31,6,阪神淡路大震災,148.000
04:31,7,Pedro Raul,21.000
04:31,8,Amad,300.000
04:31,9,Corinthians,107.000
04:31,10,Endrick,98.000
05:01,1,ブルアカふぇすすたーと,11.000
05:01,2,ジークアクス,59.000
05:01,3,ブルアカひすとりー,
05:01,4,رفع_اعلانك_تررند_ΘちΘ3Θ46347,
05:01,5,BBB25,192.000
05:01,6,Aline,29.000
05:01,7,Cavs,19.000
05:01,8,DetrasDelMuroCHV,
05:01,9,阪神淡路大震災,158.000
05:01,10,David Lynch,691.000
05:31,1,ジークアクス,92.000
05:31,2,ブルアカひすとりー,
05:31,3,ブルアカふぇすすたーと,13.000
05:31,4,ガンダム,66.000
05:31,5,KAOxTENsusTENableSmiles,33.000
05:31,6,رفع_اعلانك_تررند_ΘちΘ3Θ46347,
05:31,7,ยิ้มไปกับTEN,32.000
05:31,8,阪神淡路大震災,176.000
05:31,9,Aline,32.000
05:31,10,Cavs,21.000
06:01,1,ジークアクス,107.000
06:01,2,ブルアカひすとりー,
06:01,3,ガンダム,68.000
06:01,4,KAOxTENsusTENableSmiles,65.000
06:01,5,ยิ้มไปกับTEN,64.000
06:01,6,คาโอ60ปี,60.000
06:01,7,ブルアカふぇすすたーと,14.000
06:01,8,阪神淡路大震災,185.000
06:01,9,丈くんセンター,
06:01,10,Aline,34.000
06:31,1,ジークアクス,107.000
06:31,2,ブルアカひすとりー,
06:31,3,ガンダム,68.000
06:31,4,KAOxTENsusTENableSmiles,65.000
06:31,5,ยิ้มไปกับTEN,64.000
06:31,6,คาโอ60ปี,60.000
06:31,7,ブルアカふぇすすたーと,14.000
06:31,8,阪神淡路大震災,185.000
06:31,9,丈くんセンター,
06:31,10,Aline,34.000
07:01,1,ジークアクス,118.000
07:01,2,ガンダム,70.000
07:01,3,KAOxTENsusTENableSmiles,93.000
07:01,4,ยิ้มไปกับTEN,91.000
07:01,5,ブルアカひすとりー,
07:01,6,คาโอ60ปี,87.000
07:01,7,GQuuuuuuX,88.000
07:01,8,阪神淡路大震災,193.000
07:01,9,学マス1st,
07:01,10,group LIVE TOUR 2025,
07:31,1,ジークアクス,118.000
07:31,2,ガンダム,70.000
07:31,3,KAOxTENsusTENableSmiles,93.000
07:31,4,ยิ้มไปกับTEN,91.000
07:31,5,ブルアカひすとりー,
07:31,6,คาโอ60ปี,87.000
07:31,7,GQuuuuuuX,88.000
07:31,8,阪神淡路大震災,193.000
07:31,9,学マス1st,
07:31,10,group LIVE TOUR 2025,
08:01,1,ジークアクス,128.000
