Date,Title,Description,URL,Author
2022-03-04,Yamal LNG vessels destined for European ports await orders; diversions eyed,A few laden Yamal LNG-chartered vessels that were earlier signalling their arrival at ports in France and Spain are waiting for orders to sail to new destinations suggesting a pre-emptive move by Yamal LNG ahead of a possible ban by the EU on Russian ships entering its ports.,https://terminal.kpler.com/insight/news/yamal-lng-vessels-destined-for-european-ports-await-orders-diversions-eyed,CK
