Date,Title,Description,URL,Author
2021-08-14,India’s Petronet expects to renew LNG term contracts with Qatar,"India’s state-owned Petronet plans to review its long-term LNG supply agreements with its largest supplier Qatar in 2023, with a view to extending them for a further 10 to 15 years once they expire in 2028.",https://terminal.kpler.com/insight/news/india-s-petronet-expects-to-renew-lng-term-contracts-with-qatar,CK
