hora,posicio,trend,volum
00:01,1,النصر_الرايد,73.000
00:01,2,Masuaku,11.000
00:01,3,LUGvBJK,19.000
00:01,4,Ann Coulter,55.000
00:01,5,Mudryk,24.000
00:01,6,ابعدوا_رايد_اسماعيل_وغويدو,
00:01,7,Barron,78.000
00:01,8,Gus Walz,311.000
00:01,9,Dinesh,16.000
00:01,10,كريستينسين_مطلب_اتحادي,11.000
00:31,1,النصر_الرايد,80.000
00:31,2,Ann Coulter,68.000
00:31,3,Masuaku,12.000
00:31,4,Barron,83.000
00:31,5,Dinesh,18.000
00:31,6,Mudryk,28.000
00:31,7,ابعدوا_رايد_اسماعيل_وغويدو,11.000
00:31,8,kpss,
00:31,9,LUGvBJK,19.000
00:31,10,MUERO X DECÍRTELO OUT NOW,47.000
01:01,1,النصر_الرايد,80.000
01:01,2,Ann Coulter,68.000
01:01,3,Masuaku,12.000
01:01,4,Barron,83.000
01:01,5,Dinesh,18.000
01:01,6,Mudryk,28.000
01:01,7,ابعدوا_رايد_اسماعيل_وغويدو,11.000
01:01,8,kpss,
01:01,9,LUGvBJK,19.000
01:01,10,MUERO X DECÍRTELO OUT NOW,47.000
01:31,1,النصر_الرايد,84.000
01:31,2,Calleri,
01:31,3,Ann Coulter,78.000
01:31,4,Dinesh,19.000
01:31,5,Bobadilla,
01:31,6,Barron,89.000
01:31,7,الرائد,283.000
01:31,8,Beyoncé,88.000
01:31,9,エンタメプレゼンターK,11.000
01:31,10,لي_ال,
02:01,1,النصر_الرايد,84.000
02:01,2,Calleri,
02:01,3,Ann Coulter,78.000
02:01,4,Dinesh,19.000
02:01,5,Bobadilla,
02:01,6,Barron,89.000
02:01,7,الرائد,283.000
02:01,8,Beyoncé,88.000
02:01,9,エンタメプレゼンターK,11.000
02:01,10,لي_ال,
02:31,1,النصر_الرايد,84.000
02:31,2,Calleri,
02:31,3,Ann Coulter,78.000
02:31,4,Dinesh,19.000
02:31,5,Bobadilla,
02:31,6,Barron,89.000
02:31,7,الرائد,283.000
02:31,8,Beyoncé,88.000
02:31,9,エンタメプレゼンターK,11.000
02:31,10,لي_ال,
03:01,1,Calleri,13.000
03:01,2,Elizabeth Warren,15.000
03:01,3,Beyoncé,102.000
03:01,4,George Bush,44.000
03:01,5,DNCConvention2024,51.000
03:01,6,Dinesh,21.000
03:01,7,Ann Coulter,88.000
03:01,8,النصر_الرايد,87.000
03:01,9,Lasarte,
03:01,10,Barron,93.000
03:31,1,Calleri,13.000
03:31,2,Elizabeth Warren,15.000
03:31,3,Beyoncé,102.000
03:31,4,George Bush,44.000
03:31,5,DNCConvention2024,51.000
03:31,6,Dinesh,21.000
03:31,7,Ann Coulter,88.000
03:31,8,النصر_الرايد,87.000
03:31,9,Lasarte,
03:31,10,Barron,93.000
04:01,1,Figal,
04:01,2,Advincula,19.000
04:01,3,Gerson,10.000
04:01,4,Cruzeiro,39.000
04:01,5,Beyoncé,141.000
04:01,6,DNCConvention2024,60.000
04:01,7,The Chicks,30.000
04:01,8,Kerry Washington,
04:01,9,Riquelme,15.000
04:01,10,Brooklyn,26.000
04:31,1,Figal,15.000
04:31,2,Carlinhos,15.000
04:31,3,Ayrton Lucas,13.000
04:31,4,Advincula,29.000
04:31,5,Gerson,13.000
04:31,6,Cruzeiro,52.000
04:31,7,DNCConvention2024,73.000
04:31,8,Beyoncé,176.000
04:31,9,Yachty,21.000
04:31,10,甲子園決勝,19.000
05:01,1,Figal,15.000
05:01,2,Carlinhos,15.000
05:01,3,Ayrton Lucas,13.000
05:01,4,Advincula,29.000
05:01,5,Gerson,13.000
05:01,6,Cruzeiro,52.000
05:01,7,DNCConvention2024,73.000
05:01,8,Beyoncé,176.000
05:01,9,Yachty,21.000
05:01,10,甲子園決勝,19.000
05:31,1,Figal,15.000
05:31,2,Carlinhos,15.000
05:31,3,Ayrton Lucas,13.000
05:31,4,Advincula,29.000
05:31,5,Gerson,13.000
05:31,6,Cruzeiro,52.000
05:31,7,DNCConvention2024,73.000
05:31,8,Beyoncé,176.000
05:31,9,Yachty,21.000
05:31,10,甲子園決勝,19.000
06:01,1,京都国際,94.000
06:01,2,タイブレーク,24.000
06:01,3,Rossi,68.000
06:01,4,関東第一,38.000
06:01,5,Cruzeiro,114.000
06:01,6,Flamengo,270.000
06:01,7,甲子園決勝,38.000
06:01,8,Beyoncé,249.000
06:01,9,Advincula,45.000
06:01,10,DNCConvention2024,105.000
06:31,1,Rossi,59.000
06:31,2,Cruzeiro,92.000
06:31,3,Flamengo,261.000
06:31,4,タイブレーク,11.000
06:31,5,Figal,18.000
06:31,6,甲子園決勝,27.000
06:31,7,Merentiel,19.000
06:31,8,Advincula,37.000
06:31,9,Ayrton Lucas,18.000
06:31,10,Carlinhos,16.000
07:01,1,京都国際,113.000
07:01,2,タイブレーク,27.000
07:01,3,関東第一,43.000
07:01,4,Rossi,71.000
07:01,5,Cruzeiro,121.000
07:01,6,ShortNSweet,62.000
07:01,7,sabrina,154.000
07:01,8,Flamengo,273.000
07:01,9,甲子園決勝,43.000
07:01,10,NCTDREAM_RainsinHeaven,96.000
07:31,1,京都国際,113.000
07:31,2,タイブレーク,27.000
07:31,3,関東第一,43.000
07:31,4,Rossi,71.000
07:31,5,Cruzeiro,121.000
07:31,6,ShortNSweet,62.000
07:31,7,sabrina,154.000
07:31,8,Flamengo,273.000
07:31,9,甲子園決勝,43.000
07:31,10,NCTDREAM_RainsinHeaven,96.000
08:01,1,京都国際,129.000
08:01,2,タイブレーク,31.000
08:01,3,ShortNSweet,73.000
08:01,4,sabrina,171.000
08:01,5,関東第一,46.000
08:01,6,Sabine,43.000
08:01,7,Rossi,72.000
08:01,8,Cruzeiro,125.000
08:01,9,NCTDREAM_RainsinHeaven,129.000
08:01,10,ラストマイル,35.000
08:31,1,京都国際,129.000
08:31,2,タイブレーク,31.000
08:31,3,ShortNSweet,73.000
08:31,4,sabrina,171.000
08:31,5,関東第一,46.000
08:31,6,Sabine,43.000
08:31,7,Rossi,72.000
08:31,8,Cruzeiro,125.000
08:31,9,NCTDREAM_RainsinHeaven,129.000
08:31,10,ラストマイル,35.000
09:01,1,京都国際,129.000
09:01,2,タイブレーク,31.000
09:01,3,ShortNSweet,73.000
09:01,4,sabrina,171.000
09:01,5,関東第一,46.000
09:01,6,Sabine,43.000
09:01,7,Rossi,72.000
09:01,8,Cruzeiro,125.000
09:01,9,NCTDREAM_RainsinHeaven,129.000
09:01,10,ラストマイル,35.000
09:31,1,京都国際,144.000
09:31,2,sabrina,177.000
09:31,3,ShortNSweet,78.000
09:31,4,タイブレーク,33.000
09:31,5,Sabine,44.000
09:31,6,ラストマイル,38.000
09:31,7,NCTDREAM_RainsinHeaven,143.000
09:31,8,関東第一,49.000
09:31,9,NationalSpaceDay,11.000
09:31,10,チー付与,18.000
10:01,1,京都国際,144.000
10:01,2,sabrina,177.000
10:01,3,ShortNSweet,78.000
10:01,4,タイブレーク,33.000
10:01,5,Sabine,44.000
10:01,6,ラストマイル,38.000
10:01,7,NCTDREAM_RainsinHeaven,143.000
10:01,8,関東第一,49.000
10:01,9,NationalSpaceDay,11.000
10:01,10,チー付与,18.000
10:31,1,京都国際,158.000
10:31,2,ラストマイル,41.000
10:31,3,sabrina,182.000
10:31,4,ShortNSweet,81.000
10:31,5,Hayırlı Cumalar,29.000
10:31,6,يوم_Iلجمعه,19.000
10:31,7,NationalSpaceDay,13.000
10:31,8,CamperXBecky,161.000
10:31,9,タイブレーク,35.000
10:31,10,جمعه_مباركه,10.000
11:01,1,京都国際,158.000
11:01,2,ラストマイル,41.000
11:01,3,sabrina,182.000
11:01,4,ShortNSweet,81.000
11:01,5,Hayırlı Cumalar,29.000
11:01,6,يوم_Iلجمعه,19.000
11:01,7,NationalSpaceDay,13.000
11:01,8,CamperXBecky,161.000
11:01,9,タイブレーク,35.000
11:01,10,جمعه_مباركه,10.000
11:31,1,京都国際,158.000
