date,trend,tweet_count
11-09-2025,ゲリラ豪雨,34525.0
11-09-2025,青色1号,
11-09-2025,荘司くん,
11-09-2025,大橋くん,
11-09-2025,AZRALPH NAIILANG MILLION VIEWS,15627.0
11-09-2025,ファイヤーサンダー,
11-09-2025,ロコディ,
11-09-2025,たしゅーコール,
11-09-2025,Merkez Bankası,
11-09-2025,Ankara 3,11698.0
11-09-2025,ジョンハンさん,
11-09-2025,Mandelson,169012.0
11-09-2025,京浜東北線,
11-09-2025,涌井さん,
11-09-2025,加藤匠馬,
11-09-2025,グラスラ,
11-09-2025,バスマジックリン,
11-09-2025,横尾さん,
11-09-2025,#化物語クイズキャンペーン,
11-09-2025,全4問正解,
11-09-2025,ピン止め投稿,
11-09-2025,賞品の抽選,20727.0
11-09-2025,Wチャンス,151481.0
11-09-2025,#横山万博,13069.0
11-09-2025,#モンスト,18366.0
11-09-2025,#حمدان_للترند_هنا_Oち4Oち47O49,
11-09-2025,ASHDRES MINAMAHAL TRAILER,25403.0
11-09-2025,#اعلانك1_هنا1_ترند_θ5θ3θ46347,
11-09-2025,ゲリラ豪雨,29118.0
11-09-2025,武蔵小杉,16762.0
11-09-2025,大雨の影響,13496.0
11-09-2025,電車遅延,
11-09-2025,DUSTBIA KINAKABAHAN MV DAY,382747.0
11-09-2025,物語シリーズ,
11-09-2025,Mandelson,160419.0
11-09-2025,京浜東北線,
11-09-2025,涌井さん,
11-09-2025,Ankara 3,
11-09-2025,帰宅難民,
11-09-2025,満員電車,
11-09-2025,運転見合わせ,11546.0
11-09-2025,ロッテさん,
11-09-2025,エムカ1位,
11-09-2025,SG MONTBLANC WITH BIBLE,
11-09-2025,엠카 1위,
11-09-2025,東松くん,
11-09-2025,雨大丈夫,
11-09-2025,ロッテちゃん,
11-09-2025,物語コラボ,
11-09-2025,まつごー,
11-09-2025,東海道線,
11-09-2025,雨のせい,
11-09-2025,에버리스,
11-09-2025,土砂降り,18897.0
11-09-2025,横山さん,
11-09-2025,横須賀線,
11-09-2025,おっちゃんD,
11-09-2025,ジェニーハイ,
11-09-2025,戸越銀座,
11-09-2025,Can Holding'e,15714.0
11-09-2025,GIVE US PROPER FANDOM NAME,12411.0
11-09-2025,福フェス,
11-09-2025,Kaag,12600.0
11-09-2025,猫の発見,
11-09-2025,のんちゃんインライ,
11-09-2025,슈가하이,
11-09-2025,打者一巡,
11-09-2025,حسام غالي,
11-09-2025,#حديث_الساري,
11-09-2025,ゲリラ豪雨,23264.0
11-09-2025,Charlie Kirk,1926953.0
11-09-2025,武蔵小杉,11491.0
11-09-2025,物語シリーズ,
11-09-2025,#تسهيلات_سداد_فواتير_الكهرباء,
11-09-2025,ASHDRES MINAMAHAL TRAILER,
11-09-2025,大雨の影響,10605.0
11-09-2025,#قروض_للقطاع_الخاص_Θ5ち492б848,
11-09-2025,DUSTBIA KINAKABAHAN MV DAY,330672.0
11-09-2025,運転見合わせ,
11-09-2025,土砂降り,16951.0
11-09-2025,#サクラミーツフェス,10605.0
11-09-2025,#INI交換,
11-09-2025,電車遅延,
11-09-2025,Can Holding'e,12542.0
11-09-2025,物語コラボ,
11-09-2025,京浜東北線,
11-09-2025,東海道線,
11-09-2025,Alexis,62540.0
11-09-2025,横山万博,
11-09-2025,緊急安全確保,
11-09-2025,ずぶ濡れ,
11-09-2025,Kaag,10564.0
11-09-2025,मोहन भागवत,34809.0
11-09-2025,Orkun Ayhan,
11-09-2025,雨大丈夫,
11-09-2025,線路冠水,
11-09-2025,GIVE US PROPER FANDOM NAME,
11-09-2025,カミナリ,
11-09-2025,Dalilah,47378.0
11-09-2025,びしょ濡れ,
11-09-2025,Show TV,47731.0
11-09-2025,緊急速報,
11-09-2025,東松くん,
11-09-2025,帰宅難民,
11-09-2025,राष्ट्रीय स्वयंसेवक संघ,18488.0
11-09-2025,Habertürk,21125.0
11-09-2025,戸越銀座,
11-09-2025,横須賀線,
11-09-2025,雨のせい,
11-09-2025,モンスト,
11-09-2025,MEW OPENING MONTBLANCSG,
11-09-2025,Mord,22875.0
11-09-2025,大井町線,
11-09-2025,川崎競馬,
11-09-2025,雨雲レーダー,
11-09-2025,記録的短時間大雨情報,
11-09-2025,運転再開,
11-09-2025,羽田空港,
11-09-2025,ゲリラ豪雨,17854.0
11-09-2025,Charlie Kirk,6604203.0
11-09-2025,土砂降り,15481.0
11-09-2025,#الزواج_اسهل_مع_تطبيق_استقرار,
11-09-2025,物語シリーズ,
11-09-2025,#سداد_قروض__O553З2668З,
11-09-2025,Alexis,56746.0
11-09-2025,Dalilah,39702.0
11-09-2025,#الصلاه_علي_شهيد_الواجب,
11-09-2025,カミナリ,
11-09-2025,運転見合わせ,
11-09-2025,#سداد_قروض_050З775З50,
11-09-2025,DUSTBIA KINAKABAHAN MV DAY,276900.0
11-09-2025,Can Holding'e,
11-09-2025,मोहन भागवत,27970.0
11-09-2025,武蔵小杉,
11-09-2025,#الخميس_الونيسᅠ,
11-09-2025,ずぶ濡れ,
11-09-2025,Show TV,42053.0
11-09-2025,物語コラボ,
11-09-2025,記録的短時間大雨情報,
11-09-2025,びしょ濡れ,
11-09-2025,雨雲レーダー,
11-09-2025,Aldo,65701.0
11-09-2025,राष्ट्रीय स्वयंसेवक संघ,14559.0
11-09-2025,緊急速報,
11-09-2025,Habertürk,14658.0
11-09-2025,GIVE US PROPER FANDOM NAME,
11-09-2025,大雨の影響,
11-09-2025,線路冠水,
11-09-2025,Kaag,
11-09-2025,緊急安全確保,
11-09-2025,警戒レベル5,
11-09-2025,Shiky,14407.0
11-09-2025,羽田空港,
11-09-2025,THE HAND OF THE LORD,
11-09-2025,雷ゴロゴロ,
11-09-2025,京浜東北線,
11-09-2025,氾濫危険水位,
11-09-2025,ゴリラゲイ雨,
11-09-2025,洪水警報,
11-09-2025,石神井川,
11-09-2025,マウピフェス,
11-09-2025,横山万博,
11-09-2025,MISHUpee ADD TO CART,
11-09-2025,道路冠水,
11-09-2025,氾濫危険情報,
11-09-2025,世田谷区,
11-09-2025,Mohan Yadav,10810.0
11-09-2025,Mord,20548.0
11-09-2025,Charlie Kirk,7448614.0
11-09-2025,ゲリラ豪雨,10385.0
11-09-2025,土砂降り,12027.0
11-09-2025,カミナリ,
11-09-2025,DUSTBIA KINAKABAHAN MV DAY,235088.0
11-09-2025,#DebateChv,172753.0
11-09-2025,#RiyadhSeasonCard,
11-09-2025,$POPHAM,
11-09-2025,#UpClosefromAfar,
11-09-2025,#vivoV60,
11-09-2025,मोहन भागवत,19498.0
11-09-2025,#ارفع_اعلانك_ترند__057б8l7989,
11-09-2025,Show TV,34575.0
11-09-2025,राष्ट्रीय स्वयंसेवक संघ,10268.0
11-09-2025,Can Holding'e,
11-09-2025,雨雲レーダー,
11-09-2025,Habertürk,
11-09-2025,ゴリラゲイ雨,
11-09-2025,Iztapalapa,109549.0
11-09-2025,雷ゴロゴロ,
11-09-2025,Prioritas Melakukan Evakuasi,
11-09-2025,Mohan Yadav,
11-09-2025,THE AIR Q12 SHOOTING,173774.0
11-09-2025,Leo Rivas,
11-09-2025,ワンダンス,18366.0
11-09-2025,Jara,161151.0
11-09-2025,Democrats,1162382.0
11-09-2025,Doğa Koleji,
11-09-2025,記録的短時間大雨情報,
11-09-2025,स्वामी विवेकानंद,
11-09-2025,Parisi,26723.0
11-09-2025,Utah,1121859.0
11-09-2025,氾濫危険情報,
11-09-2025,Mariners,10793.0
11-09-2025,打撃妨害,
11-09-2025,महादेवी वर्मा,
11-09-2025,Kaag,
11-09-2025,天気予報,10080.0
11-09-2025,恋する天動説,
11-09-2025,MISHUpee ADD TO CART,
11-09-2025,氾濫危険水位,
11-09-2025,Mookie,
11-09-2025,Christian,359678.0
11-09-2025,横山万博,
11-09-2025,आचार्य विनोबा भावे,
11-09-2025,Kemal Can,
11-09-2025,Melissa Hortman,136615.0
11-09-2025,Matthew Dowd,115165.0
11-09-2025,Mehmet Şakir Can,
11-09-2025,石橋貴明,
11-09-2025,Charlie Kirk,3102790.0
11-09-2025,#DebateChv,164785.0
11-09-2025,#RiyadhSeasonCard,
11-09-2025,#ارفع_اعلانك_ترند__057б8l7989,
11-09-2025,DUSTBIA KINAKABAHAN MV DAY,186501.0
11-09-2025,Jara,155546.0
11-09-2025,America,1789571.0
11-09-2025,Parisi,25675.0
11-09-2025,#暑い秋には新登場の丸亀製麺冷うどん,
11-09-2025,#debatepresidencial,67916.0
11-09-2025,THE AIR Q12 SHOOTING,151733.0
11-09-2025,मोहन भागवत,
11-09-2025,ワンダンス,12980.0
11-09-2025,Iztapalapa,84913.0
11-09-2025,राष्ट्रीय स्वयंसेवक संघ,
11-09-2025,Utah,1080631.0
11-09-2025,Kast,115677.0
11-09-2025,Democrats,1037535.0
11-09-2025,MSNBC,718790.0
11-09-2025,Matthew Dowd,106755.0
11-09-2025,Minnesota,206479.0
11-09-2025,Mahila Utthan Mandal,17904.0
11-09-2025,Gui Negão,21981.0
11-09-2025,Pregnancy Care,17619.0
11-09-2025,Matthei,19386.0
11-09-2025,打撃妨害,
11-09-2025,空牙団新規,
11-09-2025,Christian,346789.0
11-09-2025,Yankees,162246.0
11-09-2025,はみぉーん,
11-09-2025,Evil,1346868.0
11-09-2025,Melissa Hortman,126113.0
11-09-2025,Mookie,
11-09-2025,स्वामी विवेकानंद,
11-09-2025,Hugo Souza,
11-09-2025,Colorado,203238.0
11-09-2025,石橋貴明,
11-09-2025,ZEE 2ND SINGLE PRESS,14199.0
11-09-2025,Reformasi Kebaikan Bangsa,
11-09-2025,チャーリー・カーク氏,66785.0
11-09-2025,महादेवी वर्मा,
11-09-2025,May God,245468.0
11-09-2025,Artés,29468.0
11-09-2025,Dera Sacha Sauda,
11-09-2025,嵐フォト,
11-09-2025,コペック,
11-09-2025,Saint Dr MSG Insan,12059.0
11-09-2025,JMFYANG GHOSTINGxMETRO,112070.0
11-09-2025,びじゅチューン,14915.0
11-09-2025,Nicholls,
11-09-2025,Charlie Kirk,3541438.0
11-09-2025,#DebateChv,126794.0
11-09-2025,#RiyadhSeasonCard,
11-09-2025,#debatepresidencial,50081.0
11-09-2025,America,1659889.0
11-09-2025,Jara,125934.0
11-09-2025,Parisi,18025.0
11-09-2025,#เสน่หาวาโยคิว12,110866.0
11-09-2025,THE AIR Q12 SHOOTING,114052.0
11-09-2025,#暑い秋には新登場の丸亀製麺冷うどん,
11-09-2025,Democrats,1027125.0
11-09-2025,Utah,1026709.0
11-09-2025,DUSTBIA KINAKABAHAN MV DAY,135170.0
11-09-2025,MSNBC,669573.0
11-09-2025,Kast,95310.0
11-09-2025,Gui Negão,19810.0
11-09-2025,HUGO SOUZA,
11-09-2025,Minnesota,205372.0
11-09-2025,Yankees,142890.0
11-09-2025,Evil,1214664.0
11-09-2025,Iztapalapa,60805.0
11-09-2025,Matthew Dowd,86934.0
11-09-2025,Matthei,13888.0
11-09-2025,May God,233391.0
11-09-2025,Christian,324268.0
11-09-2025,Mahila Utthan Mandal,
11-09-2025,Pregnancy Care,
11-09-2025,Colorado,180829.0
11-09-2025,Melissa Hortman,131342.0
11-09-2025,ENGLOT FLY TO EUROPE,43593.0
11-09-2025,Artés,19353.0
11-09-2025,Reformasi Kebaikan Bangsa,
11-09-2025,मोहन भागवत,
11-09-2025,Republicans,335380.0
11-09-2025,Rest in Peace,399811.0
11-09-2025,Turning Point,348629.0
11-09-2025,チャーリー・カーク氏,48541.0
11-09-2025,Disgusting,569217.0
11-09-2025,Nicholls,
11-09-2025,JMFYANG GHOSTINGxMETRO,77518.0
11-09-2025,Mencho,
11-09-2025,Nazis,146484.0
11-09-2025,The Left,1663561.0
11-09-2025,Athletico,
11-09-2025,राष्ट्रीय स्वयंसेवक संघ,
11-09-2025,Hoffman,34252.0
11-09-2025,Garro,15810.0
11-09-2025,Puente de la Concordia,54541.0
11-09-2025,Butler,43716.0
11-09-2025,Kash,58718.0
11-09-2025,Charlie Kirk,3347206.0
11-09-2025,#DebateChv,45284.0
11-09-2025,America,1458214.0
11-09-2025,Democrats,971075.0
11-09-2025,Utah,962387.0
11-09-2025,#debatepresidencial,16530.0
11-09-2025,MSNBC,588085.0
11-09-2025,#AEWDynamite,15528.0
11-09-2025,Minnesota,170435.0
11-09-2025,May God,217224.0
11-09-2025,DUSTBIA KINAKABAHAN MV DAY,89503.0
11-09-2025,Evil,1155584.0
11-09-2025,Jara,70707.0
11-09-2025,Parisi,
11-09-2025,Yankees,110349.0
11-09-2025,Christ,334250.0
11-09-2025,Gui Negão,
11-09-2025,Melissa Hortman,108917.0
11-09-2025,Colorado,154051.0
11-09-2025,Republicans,310018.0
11-09-2025,Iztapalapa,40037.0
11-09-2025,Garro,
11-09-2025,Matthew Dowd,59679.0
11-09-2025,Maycon,
11-09-2025,The Left,1583268.0
11-09-2025,Turning Point,301148.0
11-09-2025,Bahia,23946.0
11-09-2025,Disgusting,525538.0
11-09-2025,#あなたにガストミート,
11-09-2025,Praying,736215.0
11-09-2025,#自分の恋愛あるある晒す,
11-09-2025,チャーリー・カーク氏,31880.0
11-09-2025,Puente de la Concordia,40159.0
11-09-2025,Nazis,126307.0
11-09-2025,Kash,53453.0
11-09-2025,Thiago Silva,
11-09-2025,Guns,279977.0
11-09-2025,God Bless,290657.0
11-09-2025,THE AIR Q12 SHOOTING,
11-09-2025,私の恋愛元号キャラ,
11-09-2025,HAVE A SAFE FLIGHT JUNGKOOK,13115.0
11-09-2025,Erika,223671.0
11-09-2025,在任中発表,13143.0
11-09-2025,JMFYANG GHOSTINGxMETRO,21641.0
11-09-2025,Paul Pelosi,33301.0
11-09-2025,恋愛可処分時間,
11-09-2025,Pritzker,67984.0
11-09-2025,South Park,48722.0
11-09-2025,理想の相手,
11-09-2025,公衆電話,10805.0
11-09-2025,Charlie Kirk,3421185.0
11-09-2025,America,1301003.0
11-09-2025,Utah,873589.0
11-09-2025,Democrats,880501.0
11-09-2025,MSNBC,506334.0
11-09-2025,May God,193397.0
11-09-2025,Minnesota,135534.0
11-09-2025,Evil,1013500.0
11-09-2025,#صلي_علي_النبي,
11-09-2025,Bahia,21517.0
11-09-2025,The Left,1384774.0
11-09-2025,Republicans,280229.0
11-09-2025,Turning Point,247646.0
11-09-2025,Melissa Hortman,86894.0
11-09-2025,Colorado,127835.0
11-09-2025,DUSTBIA KINAKABAHAN MV DAY,52004.0
11-09-2025,Thiago Silva,
11-09-2025,Guns,250007.0
11-09-2025,Matthew Dowd,41927.0
11-09-2025,在任中発表,
11-09-2025,Disgusting,476215.0
11-09-2025,#自分の恋愛あるある晒す,
11-09-2025,Jesus Christ,162345.0
11-09-2025,Erika,182288.0
11-09-2025,Puente de la Concordia,27040.0
11-09-2025,#恋愛元号キャラ診断,
11-09-2025,God Bless,260113.0
11-09-2025,Iztapalapa,26694.0
11-09-2025,Pritzker,63653.0
11-09-2025,私の恋愛元号キャラ,
11-09-2025,Violence,1642172.0
11-09-2025,チャーリー・カーク氏,18365.0
11-09-2025,South Park,39226.0
11-09-2025,Paul Pelosi,26034.0
11-09-2025,2nd Amendment,96055.0
11-09-2025,Scott,124607.0
11-09-2025,恋愛可処分時間,
11-09-2025,理想の相手,
11-09-2025,Civil War,141485.0
11-09-2025,Dems,87293.0
11-09-2025,古代生命の痕跡,
11-09-2025,Liberals,236108.0
11-09-2025,Kash,41628.0
11-09-2025,George Floyd,162629.0
11-09-2025,公衆電話,
11-09-2025,宵闇レジスト,
11-09-2025,Political,1159151.0
11-09-2025,#Explosión,13104.0
11-09-2025,Demons,119079.0
11-09-2025,Mr. Kirk,24983.0
10-09-2025,Charlie Kirk,3496971.0
10-09-2025,America,1564515.0
10-09-2025,Utah,713338.0
10-09-2025,Democrats,776584.0
10-09-2025,MSNBC,426326.0
10-09-2025,May God,160256.0
10-09-2025,Evil,839950.0
10-09-2025,Minnesota,94005.0
10-09-2025,The Left,1098894.0
10-09-2025,Republicans,254861.0
10-09-2025,Turning Point,187567.0
10-09-2025,Melissa Hortman,57928.0
10-09-2025,Colorado,108848.0
10-09-2025,Erika,134100.0
10-09-2025,Guns,211977.0
10-09-2025,Disgusting,420688.0
10-09-2025,Violence,1351392.0
10-09-2025,#السعوديه_مع_قطر_بلا_حد,15050.0
10-09-2025,South Park,29968.0
10-09-2025,Pritzker,58118.0
10-09-2025,Civil War,114260.0
10-09-2025,Please God,134586.0
10-09-2025,Matthew Dowd,29750.0
10-09-2025,Liberals,206922.0
10-09-2025,2nd Amendment,103221.0
10-09-2025,Scott,128925.0
10-09-2025,Paul Pelosi,16782.0
10-09-2025,#يوسف_المرواني,
10-09-2025,Mr. Kirk,20673.0
10-09-2025,Political,977943.0
10-09-2025,#الصدقه_بركه_معسر_يناخكم_احسان,
10-09-2025,在任中発表,
10-09-2025,Lord Jesus,49665.0
10-09-2025,ENOUGH IS ENOUGH,363049.0
10-09-2025,Puente de la Concordia,12991.0
10-09-2025,#NTAs,12911.0
10-09-2025,Assassinated,189657.0
10-09-2025,#اسماء_تنخاكم,
10-09-2025,FUX HONRA A TOGA,721659.0
10-09-2025,チャーリー・カーク氏,
10-09-2025,Dear God,79124.0
10-09-2025,Demons,101335.0
10-09-2025,DUSTBIA KINAKABAHAN MV DAY,13804.0
10-09-2025,Shooter,355060.0
10-09-2025,Van Jones,179045.0
10-09-2025,TPUSA,82750.0
10-09-2025,Heavenly Father,33142.0
10-09-2025,May the Lord,43780.0
10-09-2025,George Floyd,157197.0
10-09-2025,Iztapalapa,12908.0
